Event	Sample label (DSDP/ODP/IODP sample designation)	Depth top [m] (CSF-A, IODP Depth Scale Termi...)	Depth bot [m] (CSF-A, IODP Depth Scale Termi...)	Depth comp top [mcd] (IODP Depth Scale Terminology)	Depth comp bot [mcd] (IODP Depth Scale Terminology)	Depth comp [mcd] (IODP Depth Scale Terminology)	Sample label 2	Age [ka BP]	SR [cm/ka] ((age 50%) -binned 1000 yrs)	Sample resolution	Samp vol [cm**3]	Split [#]	Factor (split factor)	A. glomeratum [#] (Counting >150 µm fraction)	A. gallowayi [#] (Counting >150 µm fraction)	B. alata [#] (Counting >150 µm fraction)	B. decussata [#] (Counting >150 µm fraction)	B. pacifica [#] (Counting >150 µm fraction)	B. spissa [#] (Counting >150 µm fraction)	Bolivina sp. [#] (Counting >150 µm fraction)	B. frigida [#] (Counting >150 µm fraction)	B. tenerrima [#] (Counting >150 µm fraction)	B. marginospinata [#] (Counting >150 µm fraction)	B. striata [#] (Counting >150 µm fraction)	B. subacuminata [#] (Counting >150 µm fraction)	Bulimina spp. [#] (Counting >150 µm fraction)	C. reniforme [#] (Counting >150 µm fraction)	C. teretis [#] (Counting >150 µm fraction)	C. tortuosa [#] (Counting >150 µm fraction)	Chilostomella sp. [#] (Counting >150 µm fraction)	Cibicides spp. [#] (Counting >150 µm fraction)	C. cancellata [#] (Counting >150 µm fraction)	E. hannai [#] (Counting >150 µm fraction)	E. bartletti [#] (Counting >150 µm fraction)	E. excavatum [#] (s.l., Counting >150 µm fraction)	E. frigidum [#] (Counting >150 µm fraction)	E. oregononse [#] (Counting >150 µm fraction)	Elphidium spp. [#] (Counting >150 µm fraction)	E. subarcticum [#] (Counting >150 µm fraction)	E. pacifica [#] (Counting >150 µm fraction)	Epistominella sp. [#] (Counting >150 µm fraction)	E. exilis [#] (Counting >150 µm fraction)	F. lucida [#] (Counting >150 µm fraction)	Globobulimina spp. [#] (Counting >150 µm fraction)	G. subglobosa [#] (Counting >150 µm fraction)	Gyroidina spp. [#] (Counting >150 µm fraction)	E. exilis [#] (Counting >150 µm fraction)	I. norcrossi [#] (Counting >150 µm fraction)	Islandiella sp. [#] (Counting >150 µm fraction)	K. baccata [#] (Counting >150 µm fraction)	Lagena spp. [#] (Counting >150 µm fraction)	Lenticulina spp. [#] (Counting >150 µm fraction)	Melonis sp. [#] (Counting >150 µm fraction)	N. auricula [#] (Counting >150 µm fraction)	Nonionella sp. [#] (Counting >150 µm fraction)	N. labradorica [#] (Counting >150 µm fraction)	Oolina spp. [#] (Counting >150 µm fraction)	O. apiopleura [#] (Counting >150 µm fraction)	O. umbonatus [#] (Counting >150 µm fraction)	Planulina sp. [#] (Counting >150 µm fraction)	P.a ariminensis [#] (Counting >150 µm fraction)	P. wuellerstorfi [#] (Counting >150 µm fraction)	P. salisburyi [#] (Counting >150 µm fraction)	P. lucernula [#] (Counting >150 µm fraction)	Q. akneriana [#] (Counting >150 µm fraction)	Q. lamarckiana [#] (Counting >150 µm fraction)	Quinqueloculina sp. [#] (Counting >150 µm fraction)	Q. stalkeri [#] (Counting >150 µm fraction)	Reophax sp. [#] (Counting >150 µm fraction)	T. delicata [#] (Counting >150 µm fraction)	T. fluens [#] (Counting >150 µm fraction)	Trochammina sp. [#] (Counting >150 µm fraction)	T. trihedra [#] (Counting >150 µm fraction)	Uvigerina spp. [#] (Counting >150 µm fraction)	U. peregrina [#] (Counting >150 µm fraction)	Valvulineria sp. [#] (Counting >150 µm fraction)	Foram benth oth [#] (Counting >150 µm fraction)	Foram benth tot [#] (Counting >150 µm fraction)	G. bulloides [#] (Counting >150 µm fraction)	G. quinqueloba [#] (Counting >150 µm fraction)	G. scitula [#] (Counting >150 µm fraction)	G. umbilicata [#] (Counting >150 µm fraction)	G. uvula [#] (Counting >150 µm fraction)	N. pachyderma s [#] (Counting >150 µm fraction)	N. pachyderma d [#] (Counting >150 µm fraction)	O. universa [#] (Counting >150 µm fraction)	Foram plankt oth [#] (Counting >150 µm fraction)	Foram plankt tot [#] (Counting >150 µm fraction)	Foram [#] (total, Counting >150 µm fraction)	Foram plankt/bent (Counting >150 µm fraction)	Ostrac [#] (counts of split, Counting >15...)	Bryozoa [#] (counts of split, Counting >15...)	Foram benth high prod [%] (I. norcrossi, E. pacifica, U....)	Foram benth meltwater [%] (C. teretis, C. reniforme, E. ...)
341-U1421A	341-U1421A-7H-3W,100-102	54.80	54.82	56.568	56.588	56.5780	341-U1421A-7H-3-W 100/102-COWAN	21.0820	96.67	282.00	20	2.0	4	0	0	0	0	0	0	0	12	0	0	0	0	4	60	4	0	0	0	0	4	0	4	0	0	0	0	948	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	680	0	0	1772	0	0	0	0	0	0	0	0	1800	1800	3572	1.015801354			94.8	3.7
341-U1421A	341-U1421A-7H-3W,147-149	55.27	55.29	57.038	57.058	57.0480	341-U1421A-7H-3-W 147/149-COWAN	21.3500	96.67	268.00	20	1.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	28	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	8	944	0	0	0	0	0	0	0	0	1036	1036	1980	1.097457627			94.7	3.0
341-U1421A	341-U1421A-7H-4W,0-4	55.30	55.34	57.068	57.108	57.0880	341-U1421A-7H-4-W 0/4-ZELLERS	21.3770	49.22	27.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	1	0	0	0	0	13	0	0	0	0	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	2	172	174	0	0	9	0	339	15	0	15	552	724	3.209302326			83.1	15.1
341-U1421A	341-U1421A-7H-4W,51-53	55.81	55.83	57.578	57.598	57.5880	341-U1421A-7H-4-W 51/53-ZELLERS	22.3790	663.52	1002.00	20	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	22	5	0	0	0	0	0	0	43	0	0	0	0	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	141	0	0	0	0	0	0	0	0	287	287	428	2.035460993			48.9	49.6
341-U1421A	341-U1421A-7H-4W,100-102	56.30	56.32	58.068	58.088	58.0780	341-U1421A-7H-4-W 100/102-COWAN	23.3720	663.52	993.00	20	1.0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	16	0	0	0	0	0	0	0	48	0	0	0	0	642	0	0	0	4	0	0	0	22	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	272	0	0	1012	0	0	0	0	0	0	0	0	1236	1236	2248	1.221343874			92.5	4.0
341-U1421A	341-U1421A-7H-5W,51-55	57.31	57.35	59.078	59.118	59.0980	341-U1421A-7H-5-W 51/55-ZELLERS	23.5140	663.52	142.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	2	0	0	1	53	0	0	3	1	30	0	0	1	0	0	0	4	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	118	0	0	0	0	0	0	0	0	122	122	240	1.033898305	1		31.4	56.8
341-U1421A	341-U1421A-7H-5W,100-104	57.80	57.84	59.568	59.608	59.5880	341-U1421A-7H-5-W 100/104-COWAN	23.5630	663.52	49.00	20	0.0	1	0	0	0	0	0	0	0	4	8	0	0	0	0	36	3	0	0	2	0	0	1	63	0	0	1	0	0	2	0	0	1	0	0	2	2	0	0	0	0	1	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	145	63	0	0	1	0	112	6	0	0	182	327	1.255172414			7.6	70.3
341-U1421A	341-U1421A-7H-7W,51-53	60.11	60.13	61.878	61.898	61.8880	341-U1421A-7H-7-W 51/53-ZELLERS	23.7710	663.52	208.00	20	0.0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	21	0	0	0	0	0	2	2	41	0	0	0	0	29	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	9	115	0	0	0	0	0	0	0	0	124	124	239	1.078260870			27.8	53.9
341-U1421A	341-U1421A-7H-CCW,0-2	60.21	60.23	61.978	61.998	61.9880	341-U1421A-7H-CC-W 0/2-COWAN	23.7800	663.52	9.00	20	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	18	0	0	1	1	0	2	2	35	0	0	0	0	9	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	6	87	0	0	0	0	0	0	0	0	465	465	552	5.344827586			17.2	60.9
341-U1421A	341-U1421A-7H-CC0,25-30	60.46	60.51	62.228	62.278	62.2530	341-U1421A-7H-CC-PAL	23.8020	663.52	22.00	176	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	18	0	0	1	1	0	2	3	46	0	0	0	0	8	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	6	98	0	0	0	0	0	0	0	0	0	0	98	0.000000000			11.2	65.3
341-U1421A	341-U1421A-8H-1W,51-55	60.81	60.85	62.578	62.618	62.5980	341-U1421A-8H-1-W 51/55-ZELLERS	23.8320	663.52	30.00	20	0.0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	15	5	0	0	0	1	2	2	45	0	0	4	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	87	1	0	0	0	0	2	1	0	0	4	91	0.045977011			4.6	74.7
341-U1421A	341-U1421A-8H-2W,51-55	62.31	62.35	64.078	64.118	64.0980	341-U1421A-8H-2-W 51/55-ZELLERS	23.9630	1059.00	131.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	8	3	0	0	0	0	2	0	31	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	3	0	0	0	3	54	0.058823529			3.9	82.4
341-U1421A	341-U1421A-8H-3W,51-55	63.81	63.85	65.578	65.618	65.5980	341-U1421A-8H-3-W 51/55-ZELLERS	24.0945	1059.00	131.50	20	0.0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	9	3	0	0	1	0	1	0	43	0	0	11	2	2	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	0	0	0	0	0	0	0	4	5	87	0.060975610			3.7	67.1
341-U1421A	341-U1421A-8H-4W,0-4	64.80	64.84	66.568	66.608	66.5880	341-U1421A-8H-4-W 0/4-COWAN	24.1810	1059.00	86.50	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	23	6	0	0	1	0	1	1	90	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	148	10	0	0	0	0	2	0	0	4	16	164	0.108108108	1		5.4	80.4
341-U1421A	341-U1421A-8H-CC,0-7	65.47	65.54	67.238	67.308	67.2730	341-U1421A-8H-CC-PAL	24.2430	1059.00	62.00	247	0.0	1	0	0	0	0	0	0	0	5	6	0	0	0	0	56	17	0	0	5	0	4	2	167	7	0	2	0	0	0	0	0	0	0	1	3	2	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	305	19	0	0	0	0	28	1	0	0	48	353	0.157377049			2.6	78.7
341-U1421A	341-U1421A-9H-1W,8-10	65.58	65.60	67.348	67.368	67.3580	341-U1421A-9H-1-W 8/10-COWAN	24.2500	1059.00	7.00	20	0.0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	27	5	0	0	1	0	5	0	53	0	0	2	1	1	1	0	0	0	2	0	0	4	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	114	0	0	0	0	0	1	0	0	0	1	115	0.008771930		1	7.0	74.6
341-U1421A	341-U1421A-9H-1W,105-107	66.55	66.57	68.318	68.338	68.3280	341-U1421A-9H-1-W 105/107-COWAN	24.3360	1059.00	86.00	20	0.0	1	0	1	0	0	0	0	0	4	1	0	0	0	0	10	4	0	0	2	0	7	6	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	2	0	0	0	0	7	0	0	1	10	110	0.100000000			4.0	72.0
341-U1421A	341-U1421A-9H-3W,5-9	68.55	68.59	70.318	70.358	70.3380	341-U1421A-9H-3-W 5/9-COWAN	24.5190	1059.00	183.00	20	0.0	1	0	2	0	0	0	0	0	4	2	0	0	0	0	31	9	0	0	2	0	2	4	93	0	0	0	0	17	1	0	3	0	2	0	5	8	0	1	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	15	0	2	217	0	0	0	0	0	0	0	0	90	90	307	0.414746544	2		21.7	61.3
341-U1421A	341-U1421A-9H-CC,23-28	70.25	70.30	72.018	72.068	72.0430	341-U1421A-9H-CC-PAL	24.6750	1059.00	156.00	176	0.0	1	0	0	0	0	0	0	0	8	23	0	0	0	0	123	13	0	0	6	1	2	6	224	0	0	3	5	5	2	9	5	0	0	0	0	34	0	1	0	0	0	0	0	36	1	0	0	0	0	0	0	0	1	0	2	2	0	0	4	0	0	0	8	0	0	524	115	0	0	0	0	233	14	0	1	363	887	0.692748092	1	3	17.6	68.7
341-U1421A	341-U1421A-10H-1W,51-53	70.71	70.73	72.478	72.498	72.4880	341-U1421A-10H-1-W 51/53-ZELLERS	24.7160	1059.00	41.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	28	6	0	0	1	0	0	0	45	0	0	3	0	14	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	109	0	0	0	0	0	0	0	0	100	100	209	0.917431193			16.5	72.5
341-U1421A	341-U1421A-10H-CC,8-13	70.82	70.87	72.588	72.638	72.6130	341-U1421A-10H-CC-PAL	24.7280	1059.00	12.00	176	0.0	1	0	0	0	0	0	0	0	3	8	0	0	0	0	67	22	0	0	5	0	1	1	146	0	0	1	3	12	0	0	4	0	0	0	12	16	0	2	0	0	0	0	0	24	2	1	0	0	0	1	1	0	3	0	0	3	0	0	0	0	0	0	4	0	0	342	0	0	0	0	0	0	0	0	159	159	501	0.464912281			16.4	68.7
341-U1421A	341-U1421A-11H-3W,51-53	74.31	74.33	76.078	76.098	76.0880	341-U1421A-11H-3-W 51/53-ZELLERS	25.0450	2043.50	317.00	20	0.0	1	0	2	0	0	0	0	0	3	2	0	0	0	0	19	3	0	0	1	0	2	7	60	0	0	0	1	1	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	116	4	0	0	0	0	2	0	0	1	7	123	0.060344828			4.3	70.7
341-U1421A	341-U1421A-11H-CC,21-26	75.69	75.74	77.458	77.508	77.4830	341-U1421A-11H-CC-PAL	25.1720	2043.50	127.00	176	0.0	1	0	0	0	0	0	0	0	6	6	0	0	0	0	47	16	0	0	4	0	7	5	126	2	1	16	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	249	19	0	0	0	0	12	0	0	0	31	280	0.124497992			0.8	75.9
341-U1421A	341-U1421A-12H-2W,51-53	77.51	77.53	79.278	79.298	79.2880	341-U1421A-12H-2-W 51/53-ZELLERS	25.3320	2043.50	160.00	20	0.0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	22	3	0	0	5	0	0	4	45	0	0	2	0	3	0	0	1	0	3	0	5	10	0	3	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	4	0	3	126	70	0	0	2	0	98	4	0	0	174	300	1.380952381	1		19.8	55.6
341-U1421A	341-U1421A-12H-3W,0-2	78.50	78.52	80.268	80.288	80.2780	341-U1421A-12H-3-W 0/2-COWAN	25.4240	2043.50	92.00	20	0.0	1	0	0	1	0	0	0	0	3	1	0	0	0	0	20	3	0	0	2	1	2	1	19	0	1	0	0	10	0	0	1	0	2	0	3	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	93	0	0	0	0	0	0	0	0	149	149	242	1.602150538			29.0	45.2
341-U1421A	341-U1421A-12H-3W,100-102	79.50	79.52	81.268	81.288	81.2780	341-U1421A-12H-3-W 100/102-COWAN	25.5350	2043.50	111.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	1	1	0	0	0	11	0	0	0	0	81	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	129	114	0	0	1	0	414	7	0	1	537	666	4.162790698			84.5	12.4
341-U1421A	341-U1421A-13H-1W,0-2	80.20	80.22	81.968	81.988	81.9780	341-U1421A-13H-1-W 0/2-COWAN	25.5740	2043.50	39.00	20	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	1	0	20	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	3	0	0	0	0	8	0	0	0	11	54	0.255813953			11.6	83.7
341-U1421A	341-U1421A-12H-CCW,0-2	80.23	80.25	81.998	82.018	82.0080	341-U1421A-12H-CC-W 0/2-COWAN	25.5750	2043.50	1.00	20	0.0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	5	6	6	0	0	0	43	0	1	0	0	0	0	0	6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	96	0	0	0	0	0	0	0	0	338	338	434	3.520833333			74.0	8.3
341-U1421A	341-U1421A-13H-1W,51-53	80.71	80.73	82.478	82.498	82.4880	341-U1421A-13H-1-W 51/53-ZELLERS	25.5940	2043.50	19.00	20	0.0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	4	0	1	0	54	0	0	0	1	1	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	84	0	0	0	0	0	9	1	0	0	10	94	0.119047619	1		7.1	73.8
341-U1421A	341-U1421A-13H-CC,21-26	83.31	83.36	83.251	83.300	83.2755	341-U1421A-13H-CC-PAL	25.6110	2043.50	17.00	176	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	0	44	0	1	2	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	64	4	0	0	2	0	6	0	0	0	12	76	0.187500000			14.1	76.6
341-U1421A	341-U1421A-14H-3W,0-4	86.00	86.04	87.768	87.808	87.7880	341-U1421A-14H-3-W 0/4-COWAN	25.7590	2043.50	148.00	20	0.0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	11	2	0	0	0	0	1	1	20	0	0	0	0	7	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	55	0	0	0	0	0	0	0	0	43	43	98	0.781818182			30.9	60.0
341-U1421A	341-U1421A-14H-3W,50-54	86.50	86.54	88.268	88.308	88.2880	341-U1421A-14H-3-W 50/54-ZELLERS	25.7730	2043.50	14.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	11	2	0	0	0	0	1	1	25	0	0	0	1	7	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	60	0	0	0	0	0	0	0	0	42	42	102	0.700000000			28.3	63.3
341-U1421A	341-U1421A-15H-1W,0-4	86.70	86.74	88.468	88.508	88.4880	341-U1421A-15H-1-W 0/4-COWAN	25.7790	2043.50	6.00	20	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	11	2	0	0	0	0	2	0	14	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41	14	0	0	0	0	55	5	0	0	74	115	1.804878049			12.2	65.9
341-U1421A	341-U1421A-16H-1W,0-4	87.30	87.34	89.068	89.108	89.0880	341-U1421A-16H-1-W 0/4-COWAN	25.7970	2043.50	18.00	20	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	10	0	0	0	0	1	0	9	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	63	80	0	0	2	0	213	4	0	0	299	362	4.746031746			58.7	36.5
341-U1421A	341-U1421A-17H-1W,0-4	88.40	88.44	90.168	90.208	90.1880	341-U1421A-17H-1-W 0/4-COWAN	25.8300	2043.50	33.00	20	0.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	2	1	47	0	0	0	1	3	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	94	5	0	0	0	0	7	0	0	0	12	106	0.127659574			8.5	76.6
341-U1421A	341-U1421A-17H-1W,51-55	88.91	88.95	90.678	90.718	90.6980	341-U1421A-17H-1-W 51/55-ZELLERS	25.8460	2043.50	16.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	66	0	0	2	3	0	0	0	0	0	2	0	2	5	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	88	0	0	0	0	0	0	0	0	6	6	94	0.068181818			8.0	75.0
341-U1421A	341-U1421A-19H-1W,1-4	93.21	93.24	94.978	95.008	94.9930	341-U1421A-19H-1-W 1/4-ZELLERS	25.9770	1973.70	131.00	30	0.0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	11	2	0	0	0	0	1	1	31	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	7	0	0	1	0	15	0	0	0	23	80	0.403508772			12.3	77.2
341-U1421A	341-U1421A-19H-1W,51-55	93.71	93.75	95.478	95.518	95.4980	341-U1421A-19H-1-W 51/55-ZELLERS	25.9920	1973.70	15.00	20	0.0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	18	3	0	0	2	0	3	0	30	0	0	0	0	2	0	0	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	71	5	0	0	0	0	1	0	0	0	6	77	0.084507042			7.0	71.8
341-U1421A	341-U1421A-19H-2W,51-55	95.21	95.25	96.978	97.018	96.9980	341-U1421A-19H-2-W 51/55-ZELLERS	26.0380	1973.70	46.00	20	0.0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	20	2	0	0	1	0	3	0	58	0	0	4	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	103	0	0	0	0	0	5	0	0	2	7	110	0.067961165		1	5.8	77.7
341-U1421A	341-U1421A-19H-ccW,0-2	96.09	96.11	97.858	97.878	97.8680	341-U1421A-19H-cc-W 0/2-COWAN	26.0645	1973.70	26.50	21	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	11	2	0	0	0	0	0	0	39	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	3	3	66	0.047619048			7.9	82.5
341-U1421A	341-U1421A-19H-cc,24-29	96.33	96.38	98.098	98.148	98.1230	341-U1421A-19H-cc-PAL	26.0730	1973.70	8.50	176	0.0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	12	2	0	0	3	0	0	0	38	0	0	1	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	5	5	72	0.074626866			7.5	77.6
341-U1421A	341-U1421A-20X-1W,0-2	96.40	96.42	98.168	98.188	98.1780	341-U1421A-20X-1-W 0/2-COWAN	26.0740	1973.70	1.00	20	0.0	1	0	0	0	0	1	1	0	0	2	0	0	0	0	5	1	0	0	1	0	2	2	27	0	0	0	0	5	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	57	0	0	0	0	0	1	0	0	0	1	58	0.017543860			17.5	57.9
341-U1421A	341-U1421A-20X-1W,49-51	96.89	96.91	98.658	98.678	98.6680	341-U1421A-20X-1-W 49/51-ZELLERS	26.0890	1973.70	15.00	20	0.0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	9	5	0	0	3	0	3	3	58	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	97	1	0	0	0	0	1	0	0	0	2	99	0.020618557	1		5.2	74.2
341-U1421A	341-U1421A-20X-1,52-57	96.92	96.97	98.688	98.738	98.7130	341-U1421A-20X-1-52/57 PAL	26.0900	1973.70	1.00	176	0.0	1	0	0	0	0	0	0	0	6	3	0	0	0	0	52	15	0	0	2	0	2	3	148	0	0	0	0	0	0	1	2	0	0	0	11	6	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	270	4	0	0	0	0	9	0	0	0	13	283	0.048148148	2		7.8	79.6
341-U1421A	341-U1421A-21X-CCW,2-4	102.92	102.94	104.688	104.708	104.6980	341-U1421A-21X-CC-W 2/4-COWAN	26.2750	1973.70	185.00	20	0.0	1	0	1	0	0	0	0	0	8	5	0	0	0	1	41	7	0	0	5	0	0	2	124	0	0	6	0	2	0	0	2	0	0	0	2	4	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	228	0	0	0	0	0	0	0	0	0	0	228	0.000000000	1		7.9	75.4
341-U1421A	341-U1421A-21X-CC,28-33	103.18	103.23	104.948	104.998	104.9730	341-U1421A-21X-CC-PAL	26.2830	1973.70	8.00	21	0.0	1	0	0	0	0	0	0	0	10	8	0	0	0	0	42	4	0	0	5	0	0	4	119	0	0	6	1	1	0	1	2	0	0	0	1	7	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	230	0	0	0	0	0	0	0	0	18	18	248	0.078260870	1		8.3	71.7
