Event,Latitude,Longitude,Depth sed [m],Symbiosis,Spine,Absolute Abundance
V29-29,5.117,77.583,0.8,symbiont-barren,non-spinose,11
V29-29,5.117,77.583,0.8,symbiont-barren,spinose,47
V29-29,5.117,77.583,0.8,symbiont-bearing,non-spinose,0
V29-29,5.117,77.583,0.8,symbiont-bearing,spinose,9
V29-29,5.117,77.583,0.8,symbiont-facultative,non-spinose,180
V29-29,5.117,77.583,0.8,symbiont-facultative,spinose,0
V29-29,5.117,77.583,0.8,symbiont-obligate,spinose,28
V29-29,5.117,77.583,0.8,undetermined,non-spinose,1
V29-30,3.083,76.25,0.8,symbiont-barren,non-spinose,23
V29-30,3.083,76.25,0.8,symbiont-barren,spinose,20
V29-30,3.083,76.25,0.8,symbiont-bearing,non-spinose,0
V29-30,3.083,76.25,0.8,symbiont-bearing,spinose,5
V29-30,3.083,76.25,0.8,symbiont-facultative,non-spinose,191
V29-30,3.083,76.25,0.8,symbiont-facultative,spinose,0
V29-30,3.083,76.25,0.8,symbiont-obligate,spinose,26
V29-30,3.083,76.25,0.8,undetermined,non-spinose,3
V29-48,-6.267,63.433,0.3,symbiont-barren,non-spinose,51
V29-48,-6.267,63.433,0.3,symbiont-barren,spinose,14
V29-48,-6.267,63.433,0.3,symbiont-bearing,non-spinose,0
V29-48,-6.267,63.433,0.3,symbiont-bearing,spinose,3
V29-48,-6.267,63.433,0.3,symbiont-facultative,non-spinose,138
V29-48,-6.267,63.433,0.3,symbiont-facultative,spinose,0
V29-48,-6.267,63.433,0.3,symbiont-obligate,spinose,42
V29-48,-6.267,63.433,0.3,undetermined,non-spinose,3
