Event,Latitude,Longitude,Depth sed,Symbiosis,Spine,Elevation,total,Relative Abundance
RC13-17,19.087,-170.1,0.3,undetermined,non-spinose,-6748,199.19999999999996,0.012
RC13-184,3.86,-43.31,0.55,symbiont-barren,non-spinose,-24122,699.3,0.18
RC13-184,3.86,-43.31,0.55,symbiont-barren,spinose,-10338,299.7,0.003
RC13-184,3.86,-43.31,0.55,symbiont-bearing,spinose,-10338,299.7,0
RC13-184,3.86,-43.31,0.55,symbiont-facultative,non-spinose,-13784,399.59999999999997,0.07300000000000001
RC13-184,3.86,-43.31,0.55,symbiont-obligate,spinose,-20676,599.4,0.738
RC13-184,3.86,-43.31,0.55,undetermined,non-spinose,-6892,199.79999999999998,0.005
RC13-189,1.863,-30,0.675,symbiont-barren,non-spinose,-22631,700,0.327
RC13-189,1.863,-30,0.675,symbiont-barren,spinose,-9699,300,0.033
RC13-189,1.863,-30,0.675,symbiont-bearing,spinose,-9699,300,0.012
RC13-189,1.863,-30,0.675,symbiont-facultative,non-spinose,-12932,400,0.25
RC13-189,1.863,-30,0.675,symbiont-obligate,spinose,-19398,600,0.36300000000000004
RC13-189,1.863,-30,0.675,undetermined,non-spinose,-6466,200,0.015
RC13-197,4.517,-0.717,1.1,symbiont-barren,non-spinose,-20328,698.6000000000003,0.181
RC13-197,4.517,-0.717,1.1,symbiont-barren,spinose,-8712,299.4000000000001,0.11699999999999999
RC13-197,4.517,-0.717,1.1,symbiont-bearing,spinose,-8712,299.4000000000001,0.016
RC13-197,4.517,-0.717,1.1,symbiont-facultative,non-spinose,-11616,399.2000000000001,0.256
RC13-197,4.517,-0.717,1.1,symbiont-obligate,spinose,-17424,598.8000000000002,0.42100000000000004
RC13-197,4.517,-0.717,1.1,undetermined,non-spinose,-5808,199.60000000000005,0.006999999999999999
RC13-205,-2.288,5.183,0.5,symbiont-barren,non-spinose,-26117,701.3999999999999,0.187
RC13-205,-2.288,5.183,0.5,symbiont-barren,spinose,-11193,300.59999999999997,0.031
RC13-205,-2.288,5.183,0.5,symbiont-bearing,spinose,-11193,300.59999999999997,0.024
RC13-205,-2.288,5.183,0.5,symbiont-facultative,non-spinose,-14924,400.79999999999995,0.43500000000000005
RC13-205,-2.288,5.183,0.5,symbiont-obligate,spinose,-22386,601.1999999999999,0.322
RC13-205,-2.288,5.183,0.5,undetermined,non-spinose,-7462,200.39999999999998,0.003
RC13-210,-9.142,-10.61,0.4,symbiont-barren,non-spinose,-25606,699.3,0.159
RC13-210,-9.142,-10.61,0.4,symbiont-barren,spinose,-10974,299.70000000000005,0.033
RC13-210,-9.142,-10.61,0.4,symbiont-bearing,spinose,-10974,299.70000000000005,0.008
RC13-210,-9.142,-10.61,0.4,symbiont-facultative,non-spinose,-14632,399.6,0.33599999999999997
RC13-210,-9.142,-10.61,0.4,symbiont-obligate,spinose,-21948,599.4,0.44700000000000006
RC13-210,-9.142,-10.61,0.4,undetermined,non-spinose,-7316,199.8,0.016
RC13-227,-21.88,8.872,0.4,symbiont-barren,non-spinose,-30107,699.9999999999999,0.353
RC13-227,-21.88,8.872,0.4,symbiont-barren,spinose,-12903,299.99999999999994,0.133
RC13-227,-21.88,8.872,0.4,symbiont-bearing,spinose,-12903,299.99999999999994,0
RC13-227,-21.88,8.872,0.4,symbiont-facultative,non-spinose,-17204,399.99999999999994,0.46
RC13-227,-21.88,8.872,0.4,symbiont-obligate,spinose,-25806,599.9999999999999,0.051000000000000004
RC13-227,-21.88,8.872,0.4,undetermined,non-spinose,-8602,199.99999999999997,0.003
RC13-229,-25.49,11.307,0.8,symbiont-barren,non-spinose,-29337,701.3999999999999,0.33199999999999996
RC13-229,-25.49,11.307,0.8,symbiont-barren,spinose,-12573,300.59999999999997,0.11699999999999999
RC13-229,-25.49,11.307,0.8,symbiont-bearing,spinose,-12573,300.59999999999997,0
RC13-229,-25.49,11.307,0.8,symbiont-facultative,non-spinose,-16764,400.79999999999995,0.5169999999999999
RC13-229,-25.49,11.307,0.8,symbiont-obligate,spinose,-25146,601.1999999999999,0.033
RC13-229,-25.49,11.307,0.8,undetermined,non-spinose,-8382,200.39999999999998,0.003
RC13-81,-19.02,-124.2,0.1,symbiont-barren,non-spinose,-26257,700.0000000000001,0.317
RC13-81,-19.02,-124.2,0.1,symbiont-barren,spinose,-11253,300.00000000000006,0.022
RC13-81,-19.02,-124.2,0.1,symbiont-bearing,spinose,-11253,300.00000000000006,0.026000000000000002
RC13-81,-19.02,-124.2,0.1,symbiont-facultative,non-spinose,-15004,400.00000000000006,0.01
RC13-81,-19.02,-124.2,0.1,symbiont-obligate,spinose,-22506,600.0000000000001,0.584
RC13-81,-19.02,-124.2,0.1,undetermined,non-spinose,-7502,200.00000000000003,0.041
RC14-29,-10.92,88.315,0.2,symbiont-barren,non-spinose,-20083,699.3,0.20700000000000002
RC14-29,-10.92,88.315,0.2,symbiont-barren,spinose,-8607,299.7,0.034
RC14-29,-10.92,88.315,0.2,symbiont-bearing,spinose,-8607,299.7,0.07600000000000001
RC14-29,-10.92,88.315,0.2,symbiont-facultative,non-spinose,-11476,399.59999999999997,0.18100000000000002
RC14-29,-10.92,88.315,0.2,symbiont-obligate,spinose,-17214,599.4,0.4750000000000001
RC14-29,-10.92,88.315,0.2,undetermined,non-spinose,-5738,199.79999999999998,0.026000000000000002
RC14-35,-0.833,89.95,0.35,symbiont-barren,non-spinose,-21147,700.0000000000001,0.155
RC14-35,-0.833,89.95,0.35,symbiont-barren,spinose,-9063,300.00000000000006,0.085
RC14-35,-0.833,89.95,0.35,symbiont-bearing,spinose,-9063,300.00000000000006,0.023
RC14-35,-0.833,89.95,0.35,symbiont-facultative,non-spinose,-12084,400.00000000000006,0.206
RC14-35,-0.833,89.95,0.35,symbiont-obligate,spinose,-18126,600.0000000000001,0.45
RC14-35,-0.833,89.95,0.35,undetermined,non-spinose,-6042,200.00000000000003,0.08100000000000002
RC14-37,-1.467,90.167,0.4,symbiont-barren,non-spinose,-15582,700.7000000000002,0.214
RC14-37,-1.467,90.167,0.4,symbiont-barren,spinose,-6678,300.30000000000007,0.07400000000000001
RC14-37,-1.467,90.167,0.4,symbiont-bearing,spinose,-6678,300.30000000000007,0.052000000000000005
RC14-37,-1.467,90.167,0.4,symbiont-facultative,non-spinose,-8904,400.4000000000001,0.17400000000000002
RC14-37,-1.467,90.167,0.4,symbiont-obligate,spinose,-13356,600.6000000000001,0.40900000000000003
RC14-37,-1.467,90.167,0.4,undetermined,non-spinose,-4452,200.20000000000005,0.078
RC14-39,-5.857,90.52,0.7,symbiont-barren,non-spinose,-20664,699.9999999999999,0.169
RC14-39,-5.857,90.52,0.7,symbiont-barren,spinose,-8856,299.99999999999994,0.121
RC14-39,-5.857,90.52,0.7,symbiont-bearing,spinose,-8856,299.99999999999994,0.021
RC14-39,-5.857,90.52,0.7,symbiont-facultative,non-spinose,-11808,399.99999999999994,0.332
RC14-39,-5.857,90.52,0.7,symbiont-obligate,spinose,-17712,599.9999999999999,0.29
RC14-39,-5.857,90.52,0.7,undetermined,non-spinose,-5904,199.99999999999997,0.067
RC14-7,-35.52,44.75,0.6,symbiont-barren,non-spinose,-23016,699.3,0.30300000000000005
RC14-7,-35.52,44.75,0.6,symbiont-barren,spinose,-9864,299.7,0.112
RC14-7,-35.52,44.75,0.6,symbiont-bearing,spinose,-9864,299.7,0.003
RC14-7,-35.52,44.75,0.6,symbiont-facultative,non-spinose,-13152,399.59999999999997,0.461
RC14-7,-35.52,44.75,0.6,symbiont-obligate,spinose,-19728,599.4,0.111
RC14-7,-35.52,44.75,0.6,undetermined,non-spinose,-6576,199.79999999999998,0.009000000000000001
RC14-9,-39.02,47.883,0.7,symbiont-barren,non-spinose,-18844,700.0000000000001,0.431
RC14-9,-39.02,47.883,0.7,symbiont-barren,spinose,-8076,300.00000000000006,0.34299999999999997
RC14-9,-39.02,47.883,0.7,symbiont-bearing,spinose,-8076,300.00000000000006,0.003
RC14-9,-39.02,47.883,0.7,symbiont-facultative,non-spinose,-10768,400.00000000000006,0.2
RC14-9,-39.02,47.883,0.7,symbiont-obligate,spinose,-16152,600.0000000000001,0.02
RC14-9,-39.02,47.883,0.7,undetermined,non-spinose,-5384,200.00000000000003,0.003
RC15-93,-46.1,-13.23,1.02,symbiont-barren,non-spinose,-18998,700,0.593
RC15-93,-46.1,-13.23,1.02,symbiont-barren,spinose,-8142,300,0.35
RC15-93,-46.1,-13.23,1.02,symbiont-bearing,spinose,-8142,300,0
RC15-93,-46.1,-13.23,1.02,symbiont-facultative,non-spinose,-10856,400,0.057
RC15-93,-46.1,-13.23,1.02,symbiont-obligate,spinose,-16284,600,0
RC15-93,-46.1,-13.23,1.02,undetermined,non-spinose,-5428,200,0
RC15-94,-42.98,-20.86,1.2,symbiont-barren,non-spinose,-26334,699.9999999999999,0.6639999999999999
RC15-94,-42.98,-20.86,1.2,symbiont-barren,spinose,-11286,299.99999999999994,0.058
RC15-94,-42.98,-20.86,1.2,symbiont-bearing,spinose,-11286,299.99999999999994,0
RC15-94,-42.98,-20.86,1.2,symbiont-facultative,non-spinose,-15048,399.99999999999994,0.278
RC15-94,-42.98,-20.86,1.2,symbiont-obligate,spinose,-22572,599.9999999999999,0
RC15-94,-42.98,-20.86,1.2,undetermined,non-spinose,-7524,199.99999999999997,0
RC17-113,15.033,66.097,0.3,symbiont-barren,non-spinose,-27118,700,0.209
RC17-113,15.033,66.097,0.3,symbiont-barren,spinose,-11622,300,0.049
RC17-113,15.033,66.097,0.3,symbiont-bearing,spinose,-11622,300,0.013000000000000001
RC17-113,15.033,66.097,0.3,symbiont-facultative,non-spinose,-15496,400,0.23399999999999999
RC17-113,15.033,66.097,0.3,symbiont-obligate,spinose,-23244,600,0.488
RC17-113,15.033,66.097,0.3,undetermined,non-spinose,-7748,200,0.006999999999999999
RC17-69,-31.5,32.607,0.5,symbiont-barren,non-spinose,-23660,701.4000000000001,0.155
RC17-69,-31.5,32.607,0.5,symbiont-barren,spinose,-10140,300.6,0.078
RC17-69,-31.5,32.607,0.5,symbiont-bearing,spinose,-10140,300.6,0.02
RC17-69,-31.5,32.607,0.5,symbiont-facultative,non-spinose,-13520,400.8,0.438
RC17-69,-31.5,32.607,0.5,symbiont-obligate,spinose,-20280,601.2,0.282
RC17-69,-31.5,32.607,0.5,undetermined,non-spinose,-6760,200.4,0.028999999999999998
RC17-73,-32.11,36.01,0.2,symbiont-barren,non-spinose,-14147,699.3,0.19500000000000003
RC17-73,-32.11,36.01,0.2,symbiont-barren,spinose,-6063,299.70000000000005,0.138
RC17-73,-32.11,36.01,0.2,symbiont-bearing,spinose,-6063,299.70000000000005,0.01
RC17-73,-32.11,36.01,0.2,symbiont-facultative,non-spinose,-8084,399.6,0.362
RC17-73,-32.11,36.01,0.2,symbiont-obligate,spinose,-12126,599.4,0.265
RC17-73,-32.11,36.01,0.2,undetermined,non-spinose,-4042,199.8,0.028999999999999998
RC17-98,-13.22,65.617,0.53,symbiont-barren,non-spinose,-23863,698.6000000000004,0.28500000000000003
RC17-98,-13.22,65.617,0.53,symbiont-barren,spinose,-10227,299.4000000000001,0.037000000000000005
RC17-98,-13.22,65.617,0.53,symbiont-bearing,spinose,-10227,299.4000000000001,0.037000000000000005
RC17-98,-13.22,65.617,0.53,symbiont-facultative,non-spinose,-13636,399.20000000000016,0.13799999999999998
RC17-98,-13.22,65.617,0.53,symbiont-obligate,spinose,-20454,598.8000000000003,0.45599999999999996
RC17-98,-13.22,65.617,0.53,undetermined,non-spinose,-6818,199.60000000000008,0.045
RC24-1,0.563,-13.65,0.72,symbiont-barren,non-spinose,-26950,701.4000000000001,0.22
RC24-1,0.563,-13.65,0.72,symbiont-barren,spinose,-11550,300.6,0.042
RC24-1,0.563,-13.65,0.72,symbiont-bearing,spinose,-11550,300.6,0.005
RC24-1,0.563,-13.65,0.72,symbiont-facultative,non-spinose,-15400,400.8,0.515
RC24-1,0.563,-13.65,0.72,symbiont-obligate,spinose,-23100,601.2,0.199
RC24-1,0.563,-13.65,0.72,undetermined,non-spinose,-7700,200.4,0.021
RC24-16,-5.038,-10.19,0.75,symbiont-barren,non-spinose,-24801,702.8,0.128
RC24-16,-5.038,-10.19,0.75,symbiont-barren,spinose,-10629,301.2,0.08
RC24-16,-5.038,-10.19,0.75,symbiont-bearing,spinose,-10629,301.2,0
RC24-16,-5.038,-10.19,0.75,symbiont-facultative,non-spinose,-14172,401.59999999999997,0.436
RC24-16,-5.038,-10.19,0.75,symbiont-obligate,spinose,-21258,602.4,0.329
RC24-16,-5.038,-10.19,0.75,undetermined,non-spinose,-7086,200.79999999999998,0.031
RC24-27,-5.412,-0.363,0.72,symbiont-barren,non-spinose,-26026,700.7,0.119
RC24-27,-5.412,-0.363,0.72,symbiont-barren,spinose,-11154,300.29999999999995,0.030000000000000002
RC24-27,-5.412,-0.363,0.72,symbiont-bearing,spinose,-11154,300.29999999999995,0.003
RC24-27,-5.412,-0.363,0.72,symbiont-facultative,non-spinose,-14872,400.4,0.356
RC24-27,-5.412,-0.363,0.72,symbiont-obligate,spinose,-22308,600.6,0.475
RC24-27,-5.412,-0.363,0.72,undetermined,non-spinose,-7436,200.2,0.018000000000000002
RC24-7,-1.342,-11.92,1.2,symbiont-barren,non-spinose,-27293,699.9999999999999,0.227
RC24-7,-1.342,-11.92,1.2,symbiont-barren,spinose,-11697,299.99999999999994,0.08900000000000001
RC24-7,-1.342,-11.92,1.2,symbiont-bearing,spinose,-11697,299.99999999999994,0
RC24-7,-1.342,-11.92,1.2,symbiont-facultative,non-spinose,-15596,399.99999999999994,0.606
RC24-7,-1.342,-11.92,1.2,symbiont-obligate,spinose,-23394,599.9999999999999,0.078
RC24-7,-1.342,-11.92,1.2,undetermined,non-spinose,-7798,199.99999999999997,0
RE010-002,56.983,-12.467,0.6,symbiont-barren,non-spinose,-16135,700,0.9470000000000001
RE010-002,56.983,-12.467,0.6,symbiont-barren,spinose,-6915,300,0.053
RE010-002,56.983,-12.467,0.6,symbiont-bearing,spinose,-6915,300,0
RE010-002,56.983,-12.467,0.6,symbiont-facultative,non-spinose,-9220,400,0
RE010-002,56.983,-12.467,0.6,symbiont-obligate,spinose,-13830,600,0
RE010-002,56.983,-12.467,0.6,undetermined,non-spinose,-4610,200,0
RE5-034,42.383,-21.967,0.4,symbiont-barren,non-spinose,-26250,699.3,0.37900000000000006
RE5-034,42.383,-21.967,0.4,symbiont-barren,spinose,-11250,299.70000000000005,0.297
RE5-034,42.383,-21.967,0.4,symbiont-bearing,spinose,-11250,299.70000000000005,0
RE5-034,42.383,-21.967,0.4,symbiont-facultative,non-spinose,-15000,399.6,0.273
RE5-034,42.383,-21.967,0.4,symbiont-obligate,spinose,-22500,599.4,0.05
RE5-034,42.383,-21.967,0.4,undetermined,non-spinose,-7500,199.8,0
RE5-036,46.917,-18.583,0.7,symbiont-barren,non-spinose,-31500,700.7,0.983
RE5-036,46.917,-18.583,0.7,symbiont-barren,spinose,-13500,300.29999999999995,0.018
RE5-036,46.917,-18.583,0.7,symbiont-bearing,spinose,-13500,300.29999999999995,0
RE5-036,46.917,-18.583,0.7,symbiont-facultative,non-spinose,-18000,400.4,0
RE5-036,46.917,-18.583,0.7,symbiont-obligate,spinose,-27000,600.6,0
RE5-036,46.917,-18.583,0.7,undetermined,non-spinose,-9000,200.2,0
RE5-054,25.867,-19.05,0.1,symbiont-barren,non-spinose,-23065,697.9000000000001,0.437
RE5-054,25.867,-19.05,0.1,symbiont-barren,spinose,-9885,299.1,0.19100000000000003
RE5-054,25.867,-19.05,0.1,symbiont-bearing,spinose,-9885,299.1,0.008
RE5-054,25.867,-19.05,0.1,symbiont-facultative,non-spinose,-13180,398.8,0.256
RE5-054,25.867,-19.05,0.1,symbiont-obligate,spinose,-19770,598.2,0.08900000000000001
RE5-054,25.867,-19.05,0.1,undetermined,non-spinose,-6590,199.4,0.016
RE5-057,19.6,-19.1,1,symbiont-barren,non-spinose,-20615,700,0.29600000000000004
RE5-057,19.6,-19.1,1,symbiont-barren,spinose,-8835,300,0.41700000000000004
RE5-057,19.6,-19.1,1,symbiont-bearing,spinose,-8835,300,0.012
RE5-057,19.6,-19.1,1,symbiont-facultative,non-spinose,-11780,400,0.208
RE5-057,19.6,-19.1,1,symbiont-obligate,spinose,-17670,600,0.05600000000000001
RE5-057,19.6,-19.1,1,undetermined,non-spinose,-5890,200,0.011000000000000001
SP008-004,31.833,-18.267,0.3,symbiont-barren,non-spinose,-10115,700.7000000000002,0.194
SP008-004,31.833,-18.267,0.3,symbiont-barren,spinose,-4335,300.30000000000007,0.242
SP008-004,31.833,-18.267,0.3,symbiont-bearing,spinose,-4335,300.30000000000007,0
SP008-004,31.833,-18.267,0.3,symbiont-facultative,non-spinose,-5780,400.4000000000001,0.315
SP008-004,31.833,-18.267,0.3,symbiont-obligate,spinose,-8670,600.6000000000001,0.24500000000000002
SP008-004,31.833,-18.267,0.3,undetermined,non-spinose,-2890,200.20000000000005,0.005
V04-32,35.05,-11.62,0.3,symbiont-barren,non-spinose,-16072,701.4000000000001,0.379
V04-32,35.05,-11.62,0.3,symbiont-barren,spinose,-6888,300.6,0.162
V04-32,35.05,-11.62,0.3,symbiont-bearing,spinose,-6888,300.6,0.019
V04-32,35.05,-11.62,0.3,symbiont-facultative,non-spinose,-9184,400.8,0.162
V04-32,35.05,-11.62,0.3,symbiont-obligate,spinose,-13776,601.2,0.27
V04-32,35.05,-11.62,0.3,undetermined,non-spinose,-4592,200.4,0.01
V04-8,37.233,-33.13,0.5,symbiont-barren,non-spinose,-11879,697.9000000000001,0.372
V04-8,37.233,-33.13,0.5,symbiont-barren,spinose,-5091,299.1,0.243
V04-8,37.233,-33.13,0.5,symbiont-bearing,spinose,-5091,299.1,0.023
V04-8,37.233,-33.13,0.5,symbiont-facultative,non-spinose,-6788,398.8,0.191
V04-8,37.233,-33.13,0.5,symbiont-obligate,spinose,-10182,598.2,0.162
V04-8,37.233,-33.13,0.5,undetermined,non-spinose,-3394,199.4,0.006
V14-101,8.65,58.567,0.7,symbiont-barren,non-spinose,-19943,700.7,0.43899999999999995
V14-101,8.65,58.567,0.7,symbiont-barren,spinose,-8547,300.29999999999995,0.099
V14-101,8.65,58.567,0.7,symbiont-bearing,spinose,-8547,300.29999999999995,0.025
V14-101,8.65,58.567,0.7,symbiont-facultative,non-spinose,-11396,400.4,0.197
V14-101,8.65,58.567,0.7,symbiont-obligate,spinose,-17094,600.6,0.22
V14-101,8.65,58.567,0.7,undetermined,non-spinose,-5698,200.2,0.021
V14-102,10.25,57.183,0.4,symbiont-barren,non-spinose,-27405,699.9999999999999,0.27
V14-102,10.25,57.183,0.4,symbiont-barren,spinose,-11745,299.99999999999994,0.10600000000000001
V14-102,10.25,57.183,0.4,symbiont-bearing,spinose,-11745,299.99999999999994,0.020999999999999998
V14-102,10.25,57.183,0.4,symbiont-facultative,non-spinose,-15660,399.99999999999994,0.44000000000000006
V14-102,10.25,57.183,0.4,symbiont-obligate,spinose,-23490,599.9999999999999,0.131
V14-102,10.25,57.183,0.4,undetermined,non-spinose,-7830,199.99999999999997,0.032
V14-77,-29.63,32.867,0.29,symbiont-barren,non-spinose,-12726,698.5999999999998,0.178
V14-77,-29.63,32.867,0.29,symbiont-barren,spinose,-5454,299.4,0.030000000000000002
V14-77,-29.63,32.867,0.29,symbiont-bearing,spinose,-5454,299.4,0.031
V14-77,-29.63,32.867,0.29,symbiont-facultative,non-spinose,-7272,399.19999999999993,0.402
V14-77,-29.63,32.867,0.29,symbiont-obligate,spinose,-10908,598.7999999999998,0.319
V14-77,-29.63,32.867,0.29,undetermined,non-spinose,-3636,199.59999999999997,0.038
V14-81,-28.43,43.783,0.35,symbiont-barren,non-spinose,-25438,701.3999999999999,0.30700000000000005
V14-81,-28.43,43.783,0.35,symbiont-barren,spinose,-10902,300.59999999999997,0.095
V14-81,-28.43,43.783,0.35,symbiont-bearing,spinose,-10902,300.59999999999997,0.08499999999999999
V14-81,-28.43,43.783,0.35,symbiont-facultative,non-spinose,-14536,400.79999999999995,0.183
V14-81,-28.43,43.783,0.35,symbiont-obligate,spinose,-21804,601.1999999999999,0.318
V14-81,-28.43,43.783,0.35,undetermined,non-spinose,-7268,200.39999999999998,0.013999999999999999
V15-157,-33.17,-49.78,0.5,symbiont-barren,non-spinose,-7861,699.9999999999999,0.239
V15-157,-33.17,-49.78,0.5,symbiont-barren,spinose,-3369,299.99999999999994,0.07400000000000001
V15-157,-33.17,-49.78,0.5,symbiont-bearing,spinose,-3369,299.99999999999994,0.007
V15-157,-33.17,-49.78,0.5,symbiont-facultative,non-spinose,-4492,399.99999999999994,0.35000000000000003
V15-157,-33.17,-49.78,0.5,symbiont-obligate,spinose,-6738,599.9999999999999,0.328
V15-157,-33.17,-49.78,0.5,undetermined,non-spinose,-2246,199.99999999999997,0.002
V15-168,0.2,-39.9,1.42,symbiont-barren,non-spinose,-29533,701.4000000000001,0.20700000000000002
V15-168,0.2,-39.9,1.42,symbiont-barren,spinose,-12657,300.6,0.013000000000000001
V15-168,0.2,-39.9,1.42,symbiont-bearing,spinose,-12657,300.6,0.013000000000000001
V15-168,0.2,-39.9,1.42,symbiont-facultative,non-spinose,-16876,400.8,0.281
V15-168,0.2,-39.9,1.42,symbiont-obligate,spinose,-25314,601.2,0.488
V15-168,0.2,-39.9,1.42,undetermined,non-spinose,-8438,200.4,0
V15-168,0.2,-39.9,1.6,symbiont-barren,non-spinose,-29533,700.7,0.26399999999999996
V15-168,0.2,-39.9,1.6,symbiont-barren,spinose,-12657,300.29999999999995,0.006999999999999999
V15-168,0.2,-39.9,1.6,symbiont-bearing,spinose,-12657,300.29999999999995,0.005
V15-168,0.2,-39.9,1.6,symbiont-facultative,non-spinose,-16876,400.4,0.194
V15-168,0.2,-39.9,1.6,symbiont-obligate,spinose,-25314,600.6,0.5169999999999999
V15-168,0.2,-39.9,1.6,undetermined,non-spinose,-8438,200.2,0.013999999999999999
V15-168,0.2,-39.9,1.63,symbiont-barren,non-spinose,-29533,700.7,0.14100000000000001
V15-168,0.2,-39.9,1.63,symbiont-barren,spinose,-12657,300.3,0.012
V15-168,0.2,-39.9,1.63,symbiont-bearing,spinose,-12657,300.3,0.017
V15-168,0.2,-39.9,1.63,symbiont-facultative,non-spinose,-16876,400.40000000000003,0.393
V15-168,0.2,-39.9,1.63,symbiont-obligate,spinose,-25314,600.6,0.42100000000000004
V15-168,0.2,-39.9,1.63,undetermined,non-spinose,-8438,200.20000000000002,0.017
V16-205,15.4,-43.4,0.19,symbiont-barren,non-spinose,-28301,700.0000000000001,0.17300000000000001
V16-205,15.4,-43.4,0.19,symbiont-barren,spinose,-12129,300.00000000000006,0
V16-205,15.4,-43.4,0.19,symbiont-bearing,spinose,-12129,300.00000000000006,0.061000000000000006
V16-205,15.4,-43.4,0.19,symbiont-facultative,non-spinose,-16172,400.00000000000006,0.057
V16-205,15.4,-43.4,0.19,symbiont-obligate,spinose,-24258,600.0000000000001,0.6910000000000001
V16-205,15.4,-43.4,0.19,undetermined,non-spinose,-8086,200.00000000000003,0.018000000000000002
V16-25,5.067,-36.8,0.53,symbiont-barren,non-spinose,-29778,699.3,0.079
V16-25,5.067,-36.8,0.53,symbiont-barren,spinose,-12762,299.7,0.006
V16-25,5.067,-36.8,0.53,symbiont-bearing,spinose,-12762,299.7,0.022000000000000002
V16-25,5.067,-36.8,0.53,symbiont-facultative,non-spinose,-17016,399.59999999999997,0.15300000000000002
V16-25,5.067,-36.8,0.53,symbiont-obligate,spinose,-25524,599.4,0.736
V16-25,5.067,-36.8,0.53,undetermined,non-spinose,-8508,199.79999999999998,0.003
V16-25,5.067,-36.8,0.55,symbiont-barren,non-spinose,-29778,698.5999999999997,0.07200000000000001
V16-25,5.067,-36.8,0.55,symbiont-barren,spinose,-12762,299.39999999999986,0.019000000000000003
V16-25,5.067,-36.8,0.55,symbiont-bearing,spinose,-12762,299.39999999999986,0.011000000000000001
V16-25,5.067,-36.8,0.55,symbiont-facultative,non-spinose,-17016,399.1999999999998,0.129
V16-25,5.067,-36.8,0.55,symbiont-obligate,spinose,-25524,598.7999999999997,0.7270000000000001
V16-25,5.067,-36.8,0.55,undetermined,non-spinose,-8508,199.5999999999999,0.04
V16-36,-19.37,-11.43,0.42,symbiont-barren,non-spinose,-23303,698.5999999999999,0.181
V16-36,-19.37,-11.43,0.42,symbiont-barren,spinose,-9987,299.4,0.022000000000000002
V16-36,-19.37,-11.43,0.42,symbiont-bearing,spinose,-9987,299.4,0.077
V16-36,-19.37,-11.43,0.42,symbiont-facultative,non-spinose,-13316,399.2,0.184
V16-36,-19.37,-11.43,0.42,symbiont-obligate,spinose,-19974,598.8,0.524
V16-36,-19.37,-11.43,0.42,undetermined,non-spinose,-6658,199.6,0.01
V17-165,32.75,-41.9,0.5,symbiont-barren,non-spinose,-27468,701.4000000000001,0.14900000000000002
V17-165,32.75,-41.9,0.5,symbiont-barren,spinose,-11772,300.6,0.044000000000000004
V17-165,32.75,-41.9,0.5,symbiont-bearing,spinose,-11772,300.6,0.003
V17-165,32.75,-41.9,0.5,symbiont-facultative,non-spinose,-15696,400.8,0.361
V17-165,32.75,-41.9,0.5,symbiont-obligate,spinose,-23544,601.2,0.43000000000000005
V17-165,32.75,-41.9,0.5,undetermined,non-spinose,-7848,200.4,0.015
V17-39,11.75,-80.43,1,symbiont-barren,non-spinose,-24045,698.5999999999999,0.165
V17-39,11.75,-80.43,1,symbiont-barren,spinose,-10305,299.4,0.009000000000000001
V17-39,11.75,-80.43,1,symbiont-bearing,spinose,-10305,299.4,0.036000000000000004
V17-39,11.75,-80.43,1,symbiont-facultative,non-spinose,-13740,399.2,0.048
V17-39,11.75,-80.43,1,symbiont-obligate,spinose,-20610,598.8,0.665
V17-39,11.75,-80.43,1,undetermined,non-spinose,-6870,199.6,0.075
V18-110,-53.58,-44.7,0.3,symbiont-barren,non-spinose,-18270,699.3,0.976
V18-110,-53.58,-44.7,0.3,symbiont-barren,spinose,-7830,299.7,0.01
V18-110,-53.58,-44.7,0.3,symbiont-bearing,spinose,-7830,299.7,0
V18-110,-53.58,-44.7,0.3,symbiont-facultative,non-spinose,-10440,399.59999999999997,0.013000000000000001
V18-110,-53.58,-44.7,0.3,symbiont-obligate,spinose,-15660,599.4,0
V18-110,-53.58,-44.7,0.3,undetermined,non-spinose,-5220,199.79999999999998,0
V18-312,-2.85,-126.2,0.25,symbiont-barren,non-spinose,-32298,700.7,0.289
V18-312,-2.85,-126.2,0.25,symbiont-barren,spinose,-13842,300.29999999999995,0.055
V18-312,-2.85,-126.2,0.25,symbiont-bearing,spinose,-13842,300.29999999999995,0.01
V18-312,-2.85,-126.2,0.25,symbiont-facultative,non-spinose,-18456,400.4,0.5269999999999999
V18-312,-2.85,-126.2,0.25,symbiont-obligate,spinose,-27684,600.6,0.1
V18-312,-2.85,-126.2,0.25,undetermined,non-spinose,-9228,200.2,0.02
V18-318,3.167,-118.5,0.15,symbiont-barren,non-spinose,-29337,701.4000000000001,0.077
V18-318,3.167,-118.5,0.15,symbiont-barren,spinose,-12573,300.6,0.015
V18-318,3.167,-118.5,0.15,symbiont-bearing,spinose,-12573,300.6,0
V18-318,3.167,-118.5,0.15,symbiont-facultative,non-spinose,-16764,400.8,0.8089999999999999
V18-318,3.167,-118.5,0.15,symbiont-obligate,spinose,-25146,601.2,0.07699999999999999
V18-318,3.167,-118.5,0.15,undetermined,non-spinose,-8382,200.4,0.024
V18-357,15.033,-80.23,0.6,symbiont-barren,non-spinose,-12726,700,0.213
V18-357,15.033,-80.23,0.6,symbiont-barren,spinose,-5454,300,0.011000000000000001
V18-357,15.033,-80.23,0.6,symbiont-bearing,spinose,-5454,300,0.062
