Latitude,Longitude,symbiont-barren non-spinose,symbiont-barren spinose,symbiont-bearing spinose,symbiont-facultative non-spinose,symbiont-obligate spinose,undetermined non-spinose,symbiont-bearing non-spinose,symbiont-facultative spinose,SST
41.997,4.836,0.198620689655172,0.933333333333333,0.0,0.0896551724137931,0.0179310344827586,0.0,0.0,0.0,12.502130750142445
42.044,4.151,0.357775987107172,0.869499241274659,0.0,0.259109311740891,0.0728744939271255,0.0,0.0,0.0,11.861442321128669
33.839,24.884,0.467692307692308,0.2,0.0029850746268656,0.160714285714286,0.357142857142857,0.0,0.0,0.0,16.76386374885183
35.78,18.948,0.482758620689655,0.193103448275862,0.0082191780821917,0.213793103448276,0.257534246575343,0.0,0.0,0.0,15.618036639463666
38.89,4.5,0.31021897810219,0.586301369863014,0.0,0.228287841191067,0.0935412026726058,0.0,0.0,0.0,13.668540977115974
36.19,-1.573,0.812375249500998,0.218085106382979,0.0026595744680851,0.0398936170212766,0.0099800399201596,0.0,0.0,0.0,14.97774694963417
51.199,167.768,0.242039067771117,0.0358326614590164,0.0,0.0014930275601092,0.0004830334505494,0.0,0.0,0.0,2.938908589758489
-15.2889,166.2839,0.0258,0.0774,0.0064,0.2872,0.5221,0.0,0.0,0.0,23.82169692574999
-16.922,115.5413333,0.0828220858895705,0.0061349693251533,0.0153374233128834,0.346625766871166,0.47239263803681,0.0,0.0,0.0,24.430838919570668
-19.88733333,112.254,0.0701107011070111,0.025830258302583,0.011070110701107,0.372693726937269,0.428044280442804,0.011070110701107,0.0,0.0,23.52985618215863
0.61,-86.092,0.07610993657,0.1738095238,0.00561797753,0.71786833855,0.0523255814,0.0,0.0,0.0,21.36564777859007
1.202,-83.737,0.09302325581,0.06738544474,0.00539083558,0.71810089017,0.04234527687,0.0,0.0,0.0,22.17323366624465
-3.05,-90.49,0.1380368098,0.2653061224,0.00333333333,0.78461538462,0.05980066445,0.0,0.0,0.0,19.75809892696655
-40.39666667,177.9966667,0.482758620689655,0.213166144200627,0.0,0.282131661442006,0.0219435736677116,0.0,0.0,0.0,
21.358,-158.19,0.0164,0.0256,0.0768,0.0932,0.2596,0.0018,0.0,0.0,
21.36,-158.19,0.027,0.0246,0.0934,0.1322,0.3173,0.0098,0.0,0.0,
-45.995,172.025,0.910071942446043,0.0827338129496403,0.0,0.0071942446043165,0.0,0.0,0.0,0.0,
-49.70333333,182.075,0.947674418604651,0.0436046511627907,0.0,0.0087209302325581,0.0,0.0,0.0,0.0,3.246156438336551
-42.53333333,181.5083333,0.41299207121992,0.248560300459035,0.0,0.328689664765614,0.0037800806788148,0.0,0.0,0.0,10.42547545370618
-42.88333333,42.35,0.87,0.0966666666666667,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,9.565031928352083
-44.78333333,184.2333333,0.245551601423488,0.334519572953737,0.0,0.377224199288256,0.0427046263345196,0.0,0.0,0.0,8.201657171750611
-29.68,113.7,0.0218579234972678,0.0382513661202186,0.0,0.57103825136612,0.316939890710383,0.0,0.0,0.0,17.990856094536056
-31.28333333,114.5516667,0.089389534883721,0.0892256076237105,0.0132890365448505,0.65921708340619,0.114240907501312,0.0,0.0,0.0,16.93693602499657
19.56833333,59.595,0.04,0.293333333333333,0.0266666666666667,0.286666666666667,0.283333333333333,0.0,0.0,0.0033333333333333,22.84972829335684
19.07666667,60.42166667,0.033112582781457,0.218543046357616,0.0231788079470199,0.324503311258278,0.314569536423841,0.0,0.0,0.0,22.8532893368351
-11.183,-162.917,0.0,0.0082219938335046,0.0184994861253854,0.350462487153135,0.163412127440904,0.0,0.0,0.0,25.783409012421224
-14.53,157.97,0.0069204152249135,0.0519031141868512,0.0173010380622837,0.325259515570934,0.525951557093426,0.0,0.0,0.0,23.796880905364617
3.333,-101.717,0.0521739130434783,0.0434782608695652,0.008695652173913,0.578260869565217,0.0565217391304348,0.0,0.0,0.0,22.274898977870347
0.917,-134.317,0.140880503144654,0.0238993710691824,0.0,0.491823899371069,0.0264150943396226,0.0213836477987421,0.0,0.0,20.839500985816606
-43.51666667,79.86666667,0.7,0.27,0.0,0.0266666666666667,0.0033333333333333,0.0,0.0,0.0,7.157040524860816
-39.71666667,82.25,0.312292358803987,0.411960132890365,0.0,0.146179401993356,0.129568106312292,0.0,0.0,0.0,9.683578974621037
-30.06666667,94.41666667,0.244147157190635,0.277591973244147,0.0133779264214047,0.214046822742475,0.22742474916388,0.0,0.0,0.0,15.04302910200929
-33.06666667,110.55,0.155629139072848,0.291390728476821,0.0033112582781457,0.350993377483444,0.188741721854305,0.0,0.0,0.0033112582781457,14.828700125678834
-25.48333333,110.0166667,0.0294985250737463,0.0176991150442478,0.0,0.687315634218289,0.247787610619469,0.0,0.0,0.0,20.232703533359874
-19.05833333,112.75,0.0897009966777409,0.0465116279069768,0.079734219269103,0.348837209302326,0.352159468438538,0.0,0.0,0.0,23.52985618215863
-6.133,-140.85,0.0171428571428571,0.0828571428571429,0.0142857142857143,0.387142857142857,0.141428571428571,0.0728571428571429,0.0,0.0,24.554985326817633
1.817,-140.05,0.190812720848057,0.0318021201413428,0.0106007067137809,0.371024734982332,0.03886925795053,0.0141342756183746,0.0,0.0,21.648050977040626
-14.817,-139.967,0.009,0.017,0.021,0.29,0.111,0.004,0.0,0.0,24.7207695846304
-25.88333333,157.8666667,0.0398230088495575,0.0752212389380531,0.0066371681415929,0.327433628318584,0.519911504424779,0.0,0.0,0.0,19.49401084062774
-24.88,163.52,0.0589360360360361,0.0631255255255256,0.014256006006006,0.227852102102102,0.571451801801802,0.0,0.0,0.0,19.737921491152306
9.133333333,90.03333333,0.0302013422818792,0.110738255033557,0.0167785234899329,0.36241610738255,0.238255033557047,0.0,0.0,0.0,24.89103979134993
15.1,124.133,0.0061633281972265,0.0539291217257319,0.024653312788906,0.098613251155624,0.343605546995378,0.0,0.0,0.0,24.577809876370296
-14.51666667,177.1,0.0191204588910134,0.0305927342256214,0.011472275334608,0.321223709369025,0.583173996175908,0.0,0.0,0.0,24.399209670711436
-1.65,-103.633,0.482935153583618,0.052901023890785,0.0017064846416382,0.327645051194539,0.0204778156996587,0.0034129692832764,0.0,0.0,19.349317859695745
19.083,-170.067,0.0381679389312977,0.0229007633587786,0.152671755725191,0.049618320610687,0.16793893129771,0.0038167938931297,0.0,0.0,22.27662956630396
-19.017,-124.233,0.0110294117647059,0.0183823529411765,0.0032169117647058,0.293658088235294,0.185202205882353,0.0174632352941176,0.0,0.0,22.36576582985316
0.1,-95.65,0.107784431137725,0.0988023952095808,0.0,0.715568862275449,0.0119760479041916,0.0,0.0,0.0,19.760466096632644
-1.633,-104.833,0.0646900269541779,0.0700808625336927,0.0,0.579514824797844,0.0350404312668464,0.0053908355795148,0.0,0.0,19.391349221749078
-35.51666667,44.75,0.281456953642384,0.165562913907285,0.0,0.407284768211921,0.145695364238411,0.0,0.0,0.0,15.066780989335227
-39.01666667,47.88333333,0.485049833887043,0.3421926910299,0.0033222591362126,0.146179401993356,0.0232558139534884,0.0,0.0,0.0,11.39018192310499
-10.92333333,88.315,0.0496688741721854,0.0298013245033113,0.0298013245033113,0.304635761589404,0.430463576158941,0.009933774834437,0.0,0.0,23.6449323262918
-0.833333333,89.95,0.0433333333333333,0.07,0.02,0.27,0.4,0.0466666666666667,0.0,0.0,24.937346619627554
1.466666667,90.16666667,0.026578073089701,0.0664451827242525,0.0132890365448505,0.325581395348837,0.40531561461794,0.0332225913621263,0.0,0.0033222591362126,25.336905175194453
-31.5,32.6,0.0794701986754967,0.0894039735099338,0.009933774834437,0.52317880794702,0.258278145695364,0.0,0.0,0.0,21.215683551342604
-32.11666667,36.01666667,0.112956810631229,0.146179401993355,0.0299003322259136,0.428571428571429,0.269102990033223,0.0,0.0,0.0,18.351624690247974
-13.21666667,65.61666667,0.106666666666667,0.0333333333333333,0.0233333333333333,0.34,0.443333333333333,0.0033333333333333,0.0,0.0,22.976824996100078
-10.508,57.72,0.0625,0.167763157894737,0.105263157894737,0.236842105263158,0.351973684210526,0.0,0.0,0.0,23.78701710664394
-27.283,-102.083,0.037948717948718,0.0312820512820513,0.0076923076923076,0.166666666666667,0.25025641025641,0.0015384615384615,0.0,0.0,18.2329931965249
-33.233,168.733,0.242990654205607,0.197040498442368,0.0007788161993769,0.320872274143302,0.145638629283489,0.0,0.0,0.0,15.748194569528764
33.733,27.917,0.467048710601719,0.271293375394322,0.0,0.0946372239747634,0.348017621145375,0.0,0.0,0.0,17.0420959296534
38.2,18.033,0.562222222222222,0.294573643410853,0.0022222222222222,0.164609053497942,0.0022222222222222,0.0,0.0,0.0,14.396490154603828
-18.085,-79.04,0.169387755102041,0.193877551020408,0.0,0.555102040816327,0.0224489795918367,0.0,0.0,0.0,18.14862349441926
-16.007,-76.378,0.341593339650738,0.253164342764316,0.0,0.355259239204007,0.0244889671043726,0.0,0.0,0.0,19.16423529526956
-38.86166667,140.1,0.353312302839117,0.501577287066246,0.0,0.141955835962145,0.0031545741324921,0.0,0.0,0.0,10.722819072094428
-23.77216667,108.5006667,0.056,0.036,0.004,0.496,0.34,0.0,0.0,0.0,20.109485419068864
-45.15,146.28,0.337579617834395,0.329617834394904,0.0,0.135350318471338,0.0222929936305732,0.0,0.0,0.165605095541401,8.180474810728866
-46.45,145.24,0.466666666666667,0.374603174603175,0.0,0.142857142857143,0.0158730158730159,0.0,0.0,0.0,6.7367735266216915
-44.53,149.05,0.323809523809524,0.517460317460317,0.0,0.158730158730159,0.0,0.0,0.0,0.0,9.955330659633022
-35.31,177.9966667,0.456140350877193,0.182957393483709,0.0,0.305764411027569,0.0451127819548872,0.0,0.0,0.0,15.579505963163296
-4.33223,117.59584,0.0285714285714286,0.116483516483516,0.0285714285714286,0.446153846153846,0.34945054945055,0.0,0.0,0.0,25.547789751313438
-8.455833333,128.238,0.0654008438818566,0.0506329113924051,0.0485232067510549,0.360759493670886,0.377637130801688,0.0274261603375527,0.0,0.0,25.388892523926046
-11.35444,122.03799,0.105113636363636,0.0397727272727273,0.0426136363636364,0.355113636363636,0.357954545454546,0.0,0.0,0.0,25.278151644016507
-9.09764,111.00721,0.273809523809524,0.145238095238095,0.0190476190476191,0.371428571428571,0.107142857142857,0.0,0.0,0.0,24.44845815646786
-42.25,144.75,0.420779220779221,0.332467532467533,0.0,0.163636363636364,0.0493506493506494,0.0,0.0,0.0,9.036661892325704
-43.8,145.5,0.235109717868339,0.45141065830721,0.0,0.235109717868339,0.0156739811912226,0.0,0.0,0.0,
-45.87,145.99,0.362804878048781,0.362804878048781,0.0,0.167682926829268,0.0,0.0,0.0,0.0,7.901952683757878
-46.87,145.98,0.340236686390533,0.384615384615385,0.0,0.177514792899408,0.0,0.0,0.0,0.0,6.7367735266216915
35.57,-3.48,0.752293577981651,0.360544217687075,0.0020876826722338,0.0688935281837161,0.0145454545454545,0.0,0.0,0.0,15.283109164479196
40.505,-32.0533,0.389,0.311,0.003,0.33,0.063,0.0,0.0,0.0,13.924031274153307
34.97,23.75,0.402777777777778,0.169565217391304,0.0050251256281407,0.147826086956522,0.347222222222222,0.0,0.0,0.0,16.323099825369294
6.45,-85.822,0.08250825083,0.1122112211,0.0,0.4422442244,0.02640264027,0.0,0.0,0.0,23.39433893039551
-1.913,-82.568,0.0988700565,0.2394366197,0.00333333333,0.72025723472,0.04012345679,0.0,0.0,0.0,21.872653933660015
-45.075,179.4983333,0.556574923547401,0.137614678899083,0.0,0.305810397553517,0.0,0.0,0.0,0.0,6.883080954880686
28.433,139.967,0.163660955816051,0.123534715960325,0.0027051397655545,0.219116321009919,0.219116321009919,0.0,0.0,0.0,20.060193745692164
28.533,134.133,0.151993355481728,0.13953488372093,0.0008305647840531,0.289867109634552,0.199335548172758,0.0,0.0,0.0,20.33877626157778
31.567,151.1,0.123762376237624,0.0742574257425743,0.0,0.638613861386139,0.0495049504950495,0.0,0.0,0.0,18.015192109588284
3.167,-118.467,0.04,0.0066666666666666,0.0,0.576666666666667,0.0433333333333333,0.0066666666666666,0.0,0.0,21.766863199383092
-3.583,-83.933,0.223681061951361,0.295243972578011,0.0008364714130384,0.458055733974803,0.013813847852462,0.0,0.0,0.0,21.525048537443517
-17.017,-113.517,0.0158450704225352,0.005281690140845,0.0088028169014084,0.27112676056338,0.11443661971831,0.11443661971831,0.0,0.0,21.174563590720528
-17.0,-114.183,0.0032644178454842,0.0369967355821545,0.0076169749727965,0.408596300326442,0.111534276387378,0.0462459194776931,0.0,0.0,21.529977226535138
-16.933,-121.2,0.0065288356909684,0.0261153427638738,0.0065288356909684,0.388465723612622,0.149075081610446,0.0217627856365615,0.0,0.0,22.54487053133474
-16.65,-124.383,0.0104166666666667,0.0123697916666667,0.0071614583333333,0.375651041666667,0.140625,0.0325520833333333,0.0,0.0,22.935268556825974
0.867,172.0,0.0193548387096774,0.106451612903226,0.0,0.52258064516129,0.164516129032258,0.0064516129032258,0.0,0.0,24.588693089662712
47.95,168.783,0.904205607476636,0.0934579439252336,0.0,0.0,0.0,0.0,0.0,0.0,2.4986144807469914
37.683,163.033,0.212345679012346,0.0716049382716049,0.0,0.679012345679012,0.0024691358024691,0.0,0.0,0.0,10.722368575957574
-1.217,-89.683,0.1785944551902,0.459703417150226,0.0032237266279819,0.31076724693746,0.008381689232753,0.0,0.0,0.0,20.019428752668944
-3.8,-92.083,0.21630615640599,0.123128119800333,0.0,0.615640599001664,0.0066555740432612,0.0,0.0,0.0,19.72727359008882
0.95,-179.417,0.0126953125,0.091796875,0.0107421875,0.380859375,0.1416015625,0.0224609375,0.0,0.0,24.011948090179033
2.767,-173.933,0.0012345679012345,0.154320987654321,0.0580246913580247,0.366666666666667,0.150617283950617,0.0098765432098765,0.0,0.0,24.04358812237046
1.017,160.483,0.009009009009009,0.117117117117117,0.018018018018018,0.363363363363363,0.171171171171171,0.012012012012012,0.0,0.0,25.514928402156823
3.25,159.183,0.0186335403726708,0.093167701863354,0.0062111801242236,0.428571428571429,0.152173913043478,0.015527950310559,0.0,0.0,25.919579621620812
11.067,138.533,0.0059488399762046,0.0594883997620464,0.0113027959547888,0.11481261154075,0.170731707317073,0.0,0.0,0.0,25.63889253246127
35.317,177.9,0.322775263951735,0.288084464555053,0.0,0.321266968325792,0.0196078431372549,0.0,0.0,0.0,11.4474943666368
36.083,26.833,0.415750915750916,0.0659340659340659,0.0018315018315018,0.15018315018315,0.0036630036630036,0.0,0.0,0.0,
35.917,27.3,0.446236559139785,0.172043010752688,0.0017921146953405,0.126404494382022,0.0072115384615384,0.0,0.0,0.0,16.386333340991122
-29.64166667,32.85833333,0.0894039735099338,0.0264900662251656,0.0198675496688742,0.470198675496689,0.344370860927152,0.0,0.0,0.0,
-28.425,43.78333333,0.11,0.09,0.05,0.373333333333333,0.326666666666667,0.0,0.0,0.0033333333333333,20.554142310593747
8.65,58.56666667,0.168874172185431,0.0927152317880795,0.009933774834437,0.450331125827815,0.225165562913907,0.0,0.0,0.0,23.57993087092135
10.25,57.18333333,0.23,0.0933333333333333,0.0133333333333333,0.466666666666667,0.153333333333333,0.0,0.0,0.0,22.782960725835693
-33.01666667,85.78333333,0.304347826086957,0.311036789297659,0.0,0.307692307692308,0.0668896321070234,0.0,0.0,0.0033444816053511,14.159766371999067
-32.433,46.567,0.26158940397351,0.142384105960265,0.009933774834437,0.394039735099338,0.175496688741722,0.0,0.0,0.0033112582781457,17.58515811454157
-25.63333333,87.11666667,0.0960264900662252,0.0264900662251656,0.0165562913907285,0.211920529801325,0.596026490066225,0.0,0.0,0.0033112582781457,17.7932603848812
8.116666667,73.25,0.0366666666666667,0.0633333333333333,0.0366666666666667,0.316666666666667,0.356666666666667,0.03,0.0,0.0,25.27068338853743
6.7,59.33333333,0.156146179401993,0.119601328903654,0.0199335548172757,0.368770764119601,0.282392026578073,0.0132890365448505,0.0,0.0,24.4165031204347
6.866666667,60.66666667,0.181208053691275,0.100671140939597,0.0033557046979865,0.291946308724832,0.271812080536913,0.0134228187919463,0.0,0.0,24.59653765189613
-5.333333333,40.43333333,0.099009900990099,0.0528052805280528,0.0495049504950495,0.336633663366337,0.34983498349835,0.0,0.0,0.0066006600660066,23.82749185732429
-6.983333333,41.18333333,0.0930232558139535,0.0631229235880399,0.0099667774086378,0.295681063122924,0.421926910299003,0.0033222591362126,0.0,0.0,23.840210530004917
-10.23333333,43.81666667,0.102310231023102,0.0693069306930693,0.0,0.363036303630363,0.402640264026403,0.0,0.0,0.0,23.693230037926554
-21.8,69.23333333,0.0860927152317881,0.0165562913907285,0.033112582781457,0.188741721854305,0.609271523178808,0.0,0.0,0.0,20.754139799296986
-14.95,147.92,0.0119047619047619,0.0261904761904762,0.0119047619047619,0.235714285714286,0.647619047619047,0.0,0.0,0.0,22.86982703609428
-18.2,151.45,0.037542662116041,0.0409556313993174,0.0238907849829352,0.191126279863481,0.638225255972696,0.0034129692832764,0.0,0.0,22.17791396554478
-13.52,146.88,0.0392156862745098,0.0269607843137255,0.0073529411764705,0.205882352941176,0.669117647058824,0.0,0.0,0.0,22.968059522350167
-12.87,146.2,0.0409356725146199,0.0087719298245614,0.0029239766081871,0.269005847953216,0.637426900584795,0.0,0.0,0.0,23.08957461502496
1.016666667,160.4833333,0.0361904761904762,0.0057142857142857,0.0066666666666666,0.415238095238095,0.478095238095238,0.0180952380952381,0.0,0.0,25.514928402156823
3.25,159.1833333,0.0714285714285714,0.0016611295681063,0.0,0.501661129568106,0.338870431893688,0.0166112956810631,0.0,0.0016611295681063,25.919579621620812
25.417,125.633,0.0056625141562853,0.0815402038505096,0.0453001132502831,0.486976217440544,0.114382785956965,0.0,0.0,0.0,21.933978644683023
5.116666667,77.58333333,0.0365448504983389,0.156146179401993,0.0132890365448505,0.501661129568106,0.176079734219269,0.0033222591362126,0.0,0.0,25.47335881659932
3.083333333,76.25,0.076158940397351,0.0629139072847682,0.0033112582781457,0.43046357615894,0.198675496688742,0.009933774834437,0.0,0.0,25.683394164873484
-6.0,69.817,0.0957095709570957,0.0627062706270627,0.0198019801980198,0.36963696369637,0.33993399339934,0.0033003300330033,0.0,0.0033003300330033,25.214480063098552
-6.266666667,63.43333333,0.0933333333333333,0.03,0.01,0.29,0.426666666666667,0.0033333333333333,0.0,0.0,24.83822408430376
-27.283,74.867,0.178807947019868,0.0463576158940397,0.0165562913907285,0.162251655629139,0.566225165562914,0.0,0.0,0.0,18.400408783483396
36.467,177.167,0.499007936507937,0.188492063492064,0.0,0.257936507936508,0.0119047619047619,0.0,0.0,0.0,10.160738754751645
-22.73333333,112.5833333,0.0536912751677852,0.0201342281879195,0.0033557046979865,0.614093959731544,0.26510067114094,0.0,0.0,0.0,22.718931146556216
0.033,-110.483,0.197125256673511,0.0513347022587269,0.0,0.554414784394251,0.0390143737166324,0.0041067761806981,0.0,0.0,19.21768390880561
41.54,-131.96,0.678,0.275,0.0,0.047,0.002,0.0,0.0,0.0,10.985380203749758
42.26,-127.68,0.59,0.308,0.0,0.093,0.0,0.0,0.0,0.0,10.718556294961866
42.12,-125.75,0.552,0.396,0.0,0.053,0.0,0.0,0.0,0.0,10.109834101481518
42.14,-126.91,0.59,0.311,0.0,0.096,0.0,0.0,0.0,0.0,10.441927025284414
41.8,-129.0,0.424,0.525,0.0,0.05,0.0,0.0,0.0,0.0,11.004965988836886
41.68,-130.01,0.451,0.475,0.0,0.063,0.009,0.0,0.0,0.0,11.094340168674755
42.75,-126.26,0.436,0.479,0.0,0.083,0.0,0.0,0.0,0.0,10.441927025284414
41.33,-132.67,0.615,0.334,0.0,0.038,0.006,0.0,0.0,0.0,10.825878466320297
41.58,-130.62,0.406,0.499,0.0,0.089,0.006,0.0,0.0,0.0,11.094340168674755
2.983,-86.55,0.116838487972509,0.130584192439863,0.0103092783505155,0.498281786941581,0.0378006872852234,0.0,0.0,0.0,22.64813346834176
7.167,-85.15,0.0129032258064516,0.112903225806452,0.0,0.503225806451613,0.0354838709677419,0.0,0.0,0.0,23.469058434304184
-16.44,-77.56,0.293768545994065,0.155786350148368,0.0,0.507418397626113,0.0089020771513353,0.0,0.0,0.0,18.886594137958337
-33.3765,161.6125,0.158898305084746,0.324152542372881,0.0021186440677966,0.366525423728814,0.135593220338983,0.0021186440677966,0.0063559322033898,0.0,16.757944008777702
-33.53,166.53,0.434865900383142,0.132183908045977,0.0057471264367816,0.295019157088123,0.118773946360153,0.0,0.0,0.0019157088122605,15.931724540454042
-6.383,-106.933,0.0197368421052632,0.0493421052631579,0.0,0.651315789473684,0.0723684210526316,0.0,0.0,0.0,21.245996474351912
