Latitude,Longitude,Symbiont-obligate Spinose,Symbiont-barren Non-Spinose,Symbiont-facultative Non-Spinose,Symbiont-barren Spinose,SST
67.6983,3.423,0.0,0.840159841,0.007992008,0.151848152,7.300998687744141
67.6717,5.8367,0.0,0.764,0.015,0.22,7.525893211364746
70.9517,-5.545,0.0,0.984,0.0,0.016,2.692417860031128
71.6317,-8.4133,0.0,1.0,0.0,0.0,1.63637375831604
72.2133,-12.1,0.0,1.0,0.0,0.0,0.5250288248062134
71.735,-15.58,0.0,0.999,0.0,0.001,0.39360907673835754
70.4383,-16.0817,0.0,0.995,0.0,0.005,0.8434181809425354
70.0083,-12.425,0.0,0.996,0.0,0.004,2.047987222671509
70.57,-12.7233,0.0,0.988,0.0,0.012,2.047987222671509
70.3183,-10.63,0.0,0.998,0.0,0.002,2.1338629722595215
65.5317,-4.145,0.0,0.54,0.0,0.459,6.342642784118652
72.7795,-7.1455,0.0,0.989,0.0,0.011,1.1364723443984985
72.0242,-7.5855,0.0,0.983,0.0,0.017,1.1364723443984985
70.482,-4.0117,0.0,0.485485485,0.0,0.514514514,3.013108015060425
70.5353,-1.9928,0.0,0.546,0.0,0.454,4.092629909515381
71.5952,-8.4872,0.0,0.987,0.0,0.013,1.63637375831604
71.5978,-8.5335,0.0,0.992007992,0.0,0.007992008,1.63637375831604
71.62,-8.6775,0.0,0.991,0.0,0.009,1.63637375831604
71.6305,-8.6832,0.0,0.991,0.0,0.009,1.63637375831604
67.01,2.9167,0.0,0.782112388,0.0309785215,0.186409091,7.171413421630859
74.9533,13.005,0.0,0.883,0.0,0.117,3.995405912399292
76.4383,9.0,0.0,0.934,0.0,0.066,2.7083687782287598
76.4367,9.0,0.0,0.946,0.0,0.054,2.7083687782287598
72.35,-7.8083,0.0,0.989,0.001,0.009,1.1364723443984985
72.3517,-7.8033,0.0,0.981,0.0,0.019,1.1364723443984985
68.7367,0.1667,0.0,0.6266628375,0.013495005,0.359342158,6.375973224639893
54.8317,-18.385,0.004995005,0.533466534,0.156843157,0.304695305,11.878912925720215
53.5383,-20.2883,0.019,0.432,0.254,0.295,12.038288116455078
50.6733,-19.435,0.013986014,0.488511489,0.207792208,0.285714286,13.198528289794922
52.5,-20.335,0.017964072,0.5,0.221556887,0.25748503,12.391670227050781
66.667,-4.9167,0.016,0.814,0.028,0.141,5.79686164855957
70.955,-5.5567,0.0,0.975,0.0,0.025,2.692417860031128
71.6333,-8.45,0.0,1.0,0.0,0.0,1.63637375831604
69.3783,-10.7783,0.0,0.998,0.0,0.002,2.758695602416992
67.86,-18.615,0.0,0.956,0.0,0.044,3.307204008102417
67.6583,-11.0767,0.0,0.989,0.0,0.011,3.3882405757904053
67.505,-12.5017,0.0,0.997,0.0,0.002,3.2858667373657227
64.95,3.5317,0.0,0.847,0.045,0.107,8.506109237670898
64.7233,4.9167,0.0,0.813,0.052,0.135,8.55219554901123
64.6167,4.4517,0.002,0.947,0.011,0.04,8.55219554901123
64.7667,4.5017,0.0,0.806,0.032,0.159,8.55219554901123
69.69,0.48,0.0,0.713,0.003,0.283,5.695714950561523
72.3933,-7.6033,0.0,0.995,0.0,0.005,1.1364723443984985
73.83,-9.2517,0.0,0.992,0.0,0.008,0.6253930330276489
73.86,-9.395,0.0,0.977,0.0,0.023,0.6253930330276489
73.8333,-13.502,0.0,0.995,0.0,0.005,-0.32528024911880493
73.4533,-13.432,0.0,0.995,0.0,0.005,-0.32528024911880493
73.215,-15.002,0.0,0.982,0.0,0.018,-0.9955250024795532
72.9417,-13.423,0.0,0.989,0.0,0.011,0.34161725640296936
65.0327,-28.2832,0.0,0.386,0.109,0.505,5.442970275878906
64.694,-29.0853,0.0,0.413,0.094,0.491,6.63149356842041
64.5428,-28.2033,0.001998002,0.255744256,0.108891109,0.633366634,6.868237495422363
64.7995,-29.5972,0.000999001,0.424575425,0.108891109,0.465534466,6.63149356842041
63.762,-28.6587,0.003996004,0.41958042,0.086913087,0.48951049,7.579102993011475
62.2505,-30.2207,0.003996004,0.326673327,0.098901099,0.570429571,7.562558174133301
63.0048,-29.9045,0.001,0.474,0.095,0.43,7.37436580657959
63.2498,-27.5965,0.002,0.447,0.088,0.463,7.7655816078186035
63.3993,-28.0635,0.002,0.406,0.089,0.503,7.579102993011475
62.7887,-29.8863,0.0,0.282,0.096,0.621,7.784767150878906
63.164,-28.8415,0.0,0.341,0.104,0.554,7.579102993011475
40.97,-10.47,0.090909091,0.463536464,0.161838162,0.283716284,16.52150535583496
40.97,-10.5298,0.12,0.346,0.254,0.28,16.52150535583496
40.9198,-10.5798,0.123015872,0.383928571,0.199404762,0.293650793,16.52150535583496
37.0998,-9.3298,0.157,0.282,0.223,0.338,17.604719161987305
28.573,-46.357,0.772681956,0.06879362,0.113659023,0.044865404,23.867956161499023
31.178,-39.682,0.564484125,0.172619048,0.187499999,0.074404762,22.46432876586914
32.417,-34.093,0.480558325,0.183449651,0.182452642,0.153539382,21.747352600097656
34.6198,-29.9798,0.426147706,0.188622755,0.149700598,0.235528942,20.58247947692871
34.805,-28.358,0.458870168,0.188305253,0.17740337,0.173439048,20.499061584472656
34.813,-26.195,0.426017875,0.204568024,0.187686197,0.181727904,20.357254028320312
7.55,-14.6,0.698301699,0.020979021,0.222777223,0.055944056,27.31674575805664
6.933,-12.25,0.626746508,0.037924152,0.22255489,0.106786427,27.437814712524414
6.967,-12.25,0.663,0.022,0.201,0.112,27.437814712524414
6.9,-12.4328,0.691468253,0.02281746,0.235119047,0.050595238,27.437814712524414
33.8583,-9.7283,0.28557214,0.188059701,0.088557214,0.415920398,19.20077133178711
33.62,-9.4083,0.374625375,0.265734266,0.055944056,0.290709291,19.20077133178711
33.4417,-9.1333,0.208,0.304,0.036,0.44,19.20077133178711
34.8,-10.2533,0.469061876,0.196606786,0.03493014,0.270459082,19.065906524658203
36.033,-11.817,0.374379343,0.178748759,0.086395234,0.33366435,18.245746612548828
24.0498,-28.93,0.518407959,0.178109452,0.251741295,0.051741294,23.220714569091797
17.5498,-22.6,0.607,0.089,0.235,0.069,23.445446014404297
18.3998,-24.5698,0.597,0.102,0.266,0.034,23.487306594848633
19.5798,-27.4698,0.521868787,0.128230616,0.182902585,0.166998012,23.719335556030273
36.3498,-27.3798,0.336,0.231,0.21,0.222,19.466920852661133
36.8698,-26.5798,0.308,0.205,0.225,0.261,19.39544677734375
16.45,-20.0117,0.257,0.24,0.328,0.167,23.732065200805664
18.7198,-25.35,0.549,0.153,0.248,0.046,23.638763427734375
20.53,-29.45,0.577422578,0.224775225,0.146853147,0.050949051,23.85616683959961
25.45,-20.3298,0.552238807,0.231840796,0.175124379,0.039800995,21.95743751525879
28.8798,-25.3998,0.500998005,0.184630739,0.268463074,0.045908184,21.849422454833984
30.1298,-26.28,0.475049901,0.224550898,0.244510978,0.055888224,21.498327255249023
31.1,-26.78,0.50891089,0.173267327,0.187128713,0.130693069,21.245647430419922
31.1298,-26.78,0.343656344,0.24975025,0.297702298,0.108891109,21.245647430419922
34.72,-29.5698,0.423153694,0.218562874,0.160678642,0.19760479,20.58247947692871
35.25,-29.25,0.423153693,0.205588823,0.172654691,0.19760479,20.130794525146484
35.4198,-28.92,0.216,0.294,0.312,0.177,20.05001449584961
35.7998,-28.2198,0.355948868,0.218289086,0.16027532,0.265486725,20.05001449584961
55.5,-14.5833,0.003,0.538,0.228,0.231,11.593143463134766
62.397,-23.2,0.006,0.407,0.174,0.413,8.567835807800293
61.868,-23.942,0.002,0.441,0.236,0.321,9.12877082824707
61.367,-24.172,0.002,0.438,0.215,0.345,9.036110877990723
61.075,-24.53,0.015984016,0.435564436,0.1998002,0.348651349,9.036110877990723
61.222,-22.49,0.0,0.477522478,0.237762238,0.284715285,9.223316192626953
60.413,-23.645,0.003,0.474,0.193,0.33,9.520029067993164
59.742,-22.2,0.0,0.501,0.212,0.287,9.94912338256836
59.783,-23.923,0.001998002,0.430569431,0.248751249,0.318681319,9.822966575622559
59.792,-22.653,0.012,0.361,0.232,0.394,9.94912338256836
58.64,-23.993,0.042957043,0.444555445,0.22977023,0.282717283,10.134177207946777
58.94,-24.4,0.01,0.497,0.215,0.276,9.994179725646973
57.537,-24.72,0.0,0.382,0.266,0.351,10.31167984008789
57.675,-25.64,0.0,0.40959041,0.268731269,0.321678322,10.129508018493652
56.17,-27.338,0.0,0.316316316,0.228228228,0.455455455,9.95523452758789
54.693,-28.35,0.0,0.392,0.286,0.322,10.245206832885742
52.765,-30.343,0.0,0.426,0.21,0.363,10.715873718261719
42.488,-28.415,0.187187187,0.334334334,0.234234234,0.244244244,16.99953269958496
64.7698,-1.2698,0.0,0.706,0.046,0.248,7.700352668762207
61.65,-2.4,0.0,0.835,0.062,0.103,9.06312370300293
62.3498,-0.22,0.0,0.85,0.063,0.086,8.886884689331055
61.2298,3.5998,0.0,0.748,0.043,0.209,9.103950500488281
18.2198,-21.0798,0.39,0.199,0.302,0.109,23.06423568725586
16.02,-20.6298,0.351,0.146,0.43,0.073,23.732065200805664
84.0292,11.2383,0.0,1.0,0.0,0.0,-1.7999944686889648
75.8267,11.46,0.002,0.961,0.003,0.034,3.1449391841888428
78.8553,-4.7812,0.0,1.0,0.0,0.0,-0.8371882438659668
78.907,-3.9888,0.0,0.996,0.0,0.004,-0.679115891456604
79.0213,-1.6633,0.0,1.0,0.0,0.0,-0.9663323760032654
78.8592,1.3098,0.0,0.96506986,0.0,0.03493014,0.5061205625534058
66.9983,7.74,0.0,0.844,0.048,0.108,8.132781028747559
67.5015,8.444,0.001,0.846,0.011,0.142,7.8197407722473145
68.3022,3.6692,0.0,0.766,0.028,0.205,6.8183369636535645
69.3718,-6.553,0.0,0.749,0.004,0.247,3.383786201477051
69.3652,-8.657,0.0,0.963,0.0,0.037,3.009406089782715
69.3853,-12.8748,0.0,0.969,0.0,0.031,2.53837513923645
69.4967,-19.47,0.0,0.994,0.0,0.006,0.17210720479488373
77.9983,9.4167,0.0,0.922,0.0,0.078,2.2722585201263428
78.0032,8.7285,0.0,0.894,0.0,0.106,1.9639949798583984
78.0067,8.0663,0.0,0.992,0.0,0.008,1.9639949798583984
78.0,7.4233,0.0,0.956,0.0,0.044,2.0813443660736084
77.9983,6.7016,0.0,0.953,0.0,0.046,2.257087230682373
78.0016,5.3467,0.0,0.986097318,0.0,0.011916584,1.9010119438171387
77.9982,2.4682,0.0,0.986,0.0,0.014,1.67336106300354
77.995,0.5533,0.0,0.996,0.0,0.004,1.248579740524292
78.0033,-3.505,0.0,1.0,0.0,0.0,-0.679115891456604
77.9867,-4.2783,0.0,1.0,0.0,0.0,-0.6181430220603943
77.9967,-6.5783,0.0,1.0,0.0,0.0,-0.8789443969726562
80.0017,-3.0167,0.0,0.994,0.0,0.006,-1.2956186532974243
80.0033,-0.8167,0.0,0.983,0.0,0.016,-1.21392822265625
79.97,0.2,0.0,0.972,0.0,0.028,-0.1399332731962204
80.0033,1.1833,0.0,0.876,0.0,0.124,-0.6148117780685425
79.985,2.81,0.0,0.877,0.0,0.123,-0.0073649086989462376
79.7283,2.9583,0.0,0.982,0.0,0.018,-0.0073649086989462376
85.39,21.775,0.0,0.997,0.0,0.003,-1.7999944686889648
83.4067,19.9717,0.0,1.0,0.0,0.0,-1.7999944686889648
82.7967,16.0683,0.0,1.0,0.0,0.0,-1.6354352235794067
81.325,15.3067,0.0,0.986,0.0,0.014,-0.989594042301178
78.75,1.775,0.0,0.988,0.0,0.012,0.5061205625534058
74.25,-10.0583,0.0,0.994,0.0,0.006,-0.03282326087355614
72.6166,-13.84,0.0,0.982,0.0,0.018,0.34161725640296936
74.1767,-0.3917,0.0,0.996,0.001,0.003,1.8589868545532227
75.005,-7.2033,0.0,0.998,0.0,0.002,-0.056154005229473114
73.1233,-15.6817,0.0,0.989,0.0,0.011,-0.9955250024795532
65.845,-4.0667,0.0,0.574,0.002,0.424,6.342642784118652
81.2332,2.4178,0.0,0.911,0.0,0.089,-1.4548405408859253
81.759,-9.4355,0.0,1.0,0.0,0.0,-1.7311550378799438
-23.35,-16.53,0.702,0.07,0.186,0.012,22.828025817871094
-24.07,-15.12,0.642,0.082,0.197,0.059,22.580215454101562
-25.15,-12.77,0.593,0.093,0.208,0.075,21.972814559936523
-26.23,-10.62,0.542,0.156,0.24,0.027,21.386199951171875
-26.58,-9.433,0.532,0.125,0.263,0.052,21.269920349121094
44.2,-14.9,0.23,0.499,0.203,0.042,15.177886962890625
-2.0667,-40.6,0.747,0.005,0.217,0.002,27.32524871826172
-1.167,-36.95,0.604,0.031,0.356,0.0,27.052833557128906
-2.767,-35.22,0.788,0.017,0.181,0.0,27.01589012145996
-17.27,-35.97,0.774,0.042,0.149,0.003,25.96893310546875
-20.17,-32.7,0.832,0.068,0.086,0.0,24.979158401489258
30.75,-75.32,0.674,0.099,0.182,0.045,24.89963722229004
38.033,-70.8,0.061,0.45,0.359,0.121,17.258676528930664
-34.72,-35.1,0.429429429,0.321321321,0.189189189,0.035035035,17.957862854003906
-31.98,-35.53,0.572,0.16,0.178,0.04,19.807884216308594
-35.78,18.45,0.203,0.272,0.428,0.067,17.57573890686035
-50.43,-54.13,0.005005005,0.546546546,0.101101101,0.336336336,6.402277946472168
-37.87,-28.87,0.045,0.586,0.274,0.074,15.862476348876953
-36.88,-13.15,0.348,0.175,0.335,0.11,16.21030044555664
-37.27,-10.1,0.203,0.251,0.304,0.217,15.151557922363281
-36.15,-6.717,0.053,0.305,0.317,0.292,15.609451293945312
-34.0831,-1.0,0.07,0.517,0.343,0.057,17.022371292114258
-32.88,2.833,0.114,0.359,0.462,0.045,18.050472259521484
-30.48,11.55,0.055,0.374,0.544,0.008,18.096988677978516
-33.22,29.183,0.528,0.0,0.417,0.028,21.270797729492188
13.178,-79.83,0.756513026,0.0250501,0.21743487,0.0,27.60708236694336
1.783,-25.43,0.708291709,0.046953047,0.204795205,0.007992008,26.615034103393555
4.583,-10.05,0.669,0.031,0.266,0.018,27.305665969848633
4.517,-0.7167,0.615,0.033,0.326,0.026,27.018827438354492
-8.197,-8.222,0.634,0.069,0.259,0.006,24.768577575683594
-9.142,-10.61,0.711288712,0.064935065,0.20979021,0.002997003,24.675981521606445
-37.54,-3.587,0.034965035,0.371628372,0.203796204,0.38961039,14.540873527526855
-49.6,-47.57,0.0,0.533,0.223,0.239,6.6734700202941895
-33.57,-49.03,0.531,0.128,0.263,0.051,19.43807029724121
-42.98,-20.86,0.006006006,0.19019019,0.238238238,0.551551552,11.411477088928223
51.05,-13.0017,0.026,0.471,0.216,0.281,12.830880165100098
44.3198,-3.45,0.097804392,0.54491018,0.164670659,0.192614771,15.102901458740234
44.75,-3.75,0.047,0.709,0.139,0.105,15.102901458740234
37.5267,-9.3317,0.181818182,0.263736264,0.128871129,0.417582418,17.604719161987305
37.555,-9.2733,0.1605183075,0.2778587635,0.150013833,0.403601088,17.604719161987305
37.575,-9.415,0.141142546,0.2777825015,0.0857582135,0.4718402165,17.604719161987305
37.854,-9.545,0.221115539,0.15936255,0.251992033,0.36752988,17.604719161987305
37.4643,-9.6,0.176757817,0.189453127,0.149414063,0.477539063,17.604719161987305
37.8433,-9.845,0.304093566,0.114035087,0.276803119,0.297270955,17.604719161987305
39.9267,-30.4233,0.357285429,0.243512975,0.159680638,0.239520958,18.534822463989258
40.57,-30.9617,0.342657343,0.226773227,0.174825175,0.255744256,18.099910736083984
40.505,-32.0533,0.253746254,0.284715285,0.155844156,0.305694306,18.334178924560547
41.13,-32.0733,0.307692308,0.256743257,0.197802198,0.237762238,17.862163543701172
42.03,-32.7117,0.218,0.333,0.214,0.234,17.3609676361084
42.3367,-32.2633,0.273,0.291,0.16,0.276,17.3609676361084
58.7967,-43.95,0.0,0.753,0.013,0.234,4.694398403167725
59.8617,-39.6633,0.0,0.8295,0.0195,0.151,5.450026035308838
60.2833,-40.2283,0.0,0.837,0.015,0.148,4.2399001121521
55.1117,-20.7333,0.002,0.37,0.266,0.362,11.414972305297852
44.7133,-34.0217,0.128871129,0.41958042,0.195804196,0.255744256,16.193693161010742
45.09,-39.4383,0.093,0.308,0.253,0.346,15.387123107910156
57.9783,-45.8967,0.0,0.799,0.011,0.19,5.26078462600708
58.79,-43.96,0.0,0.741,0.009,0.25,4.694398403167725
59.5217,-39.445,0.0,0.898,0.017,0.085,5.450026035308838
16.6,-20.45,0.345654346,0.116883117,0.442557443,0.094905095,23.732065200805664
21.6667,-17.9833,0.064935065,0.224775225,0.296703297,0.413586414,20.842214584350586
36.8498,-21.017,0.441,0.201,0.24,0.112,19.054645538330078
37.233,-33.13,0.407,0.234,0.168,0.141,19.66583251953125
17.567,-63.57,0.873873873,0.003003003,0.103103103,0.02002002,27.29281997680664
-28.7,-34.5,0.676646708,0.118762476,0.14770459,0.032934132,21.545785903930664
-45.32,-57.98,0.004,0.27,0.516,0.183,9.063864707946777
-40.9,-20.38,0.057,0.237,0.339,0.342,13.135907173156738
-36.5,8.1,0.254,0.257,0.332,0.139,15.526296615600586
11.2,-36.02,0.619,0.182,0.194,0.004,26.225454330444336
-1.517,-11.78,0.633,0.057,0.275,0.018,25.29437255859375
-50.77,-42.15,0.008,0.704,0.143,0.136,4.830672740936279
-2.3,-36.13,0.693,0.016,0.271,0.002,27.073299407958984
-50.38,-47.4,0.0,0.776,0.078,0.139,5.620762825012207
30.517,-75.92,0.676676676,0.118118118,0.162162162,0.043043043,24.89963722229004
-28.83,-41.03,0.532,0.189,0.248,0.003,22.174848556518555
17.933,-50.35,0.836327346,0.01497006,0.111776447,0.010978044,26.419754028320312
-15.33,-19.72,0.792,0.054,0.12,0.006,24.141338348388672
-17.67,-15.1,0.674,0.062,0.18,0.061,23.30110740661621
-24.73,-4.767,0.521,0.155,0.287,0.017,21.115257263183594
-27.87,-1.1,0.355,0.22,0.362,0.022,20.101669311523438
-40.57,-55.17,0.004004004,0.27027027,0.317317317,0.394394394,11.072813034057617
-33.15,-49.87,0.423,0.169,0.341,0.035,19.43807029724121
16.983,-20.05,0.21978022,0.051948052,0.692307693,0.035964036,23.732065200805664
-49.5,-52.25,0.008,0.678,0.098,0.202,6.978626728057861
-45.67,-57.62,0.03,0.243,0.408,0.291,9.063864707946777
-32.17,-20.17,0.482,0.303,0.172,0.03,19.07274055480957
-32.33,15.017,0.19,0.197,0.474,0.106,17.542940139770508
-31.35,-36.82,0.555,0.207,0.177,0.046,19.854045867919922
-26.2,4.683,0.353646354,0.245754246,0.347652348,0.017982018,19.446699142456055
-25.77,4.1,0.271,0.296,0.376,0.008,19.5479679107666
-24.57,4.833,0.294,0.248,0.391,0.026,19.6599063873291
-18.33,8.383,0.076,0.235,0.561,0.103,19.5776424407959
-1.283,5.533,0.471,0.076,0.414,0.017,26.050539016723633
-28.33,-13.15,0.483,0.217,0.216,0.059,20.959896087646484
-2.483,-36.42,0.7210977245,0.0255,0.239868149,0.002034126,27.073299407958984
-39.58,24.583,0.02997003,0.195804196,0.491508492,0.268731269,17.006759643554688
-17.47,-5.183,0.443,0.134,0.375,0.037,21.71688461303711
-16.25,-5.733,0.525,0.1,0.274,0.081,21.826129913330078
-12.67,-9.817,0.697,0.071,0.192,0.023,23.55681037902832
-8.767,-14.28,0.76,0.016,0.201,0.009,25.217416763305664
-4.883,-15.73,0.71,0.054,0.228,0.004,25.52838897705078
-3.3,-16.43,0.331668332,0.112887113,0.541458542,0.002997003,25.567556381225586
-0.533,-17.27,0.6743609965,0.028074689,0.290026971,0.0020373445,25.72090721130371
4.667,-20.92,0.752256769,0.072216649,0.166499498,0.009027081,27.13426399230957
8.717,-41.25,0.806,0.028,0.166,0.0,27.050996780395508
-6.117,-30.58,0.539,0.079,0.305,0.041,26.847553253173828
-29.42,-33.42,0.596,0.179,0.134,0.071,20.983680725097656
-50.78,-43.17,0.006,0.545,0.085,0.342,5.026673793792725
-33.1,1.483,0.396,0.258,0.249,0.064,17.60713005065918
-32.03,-2.817,0.352,0.314,0.284,0.049,18.394451141357422
-34.2,-3.4833,0.374,0.302,0.236,0.073,17.111270904541016
-32.2,-26.73,0.387,0.372,0.18,0.054,19.123414993286133
-31.6,-30.28,0.539,0.205,0.202,0.022,19.77771759033203
27.933,-47.77,0.734,0.103,0.122,0.034,24.253938674926758
-23.97,-37.95,0.674,0.061,0.217,0.029,23.931013107299805
62.867,-17.93,0.009,0.744,0.21,0.033,9.087237358093262
55.05,-33.07,0.0,0.356356356,0.259259259,0.375375375,8.747957229614258
48.3,-16.97,0.035964036,0.4995005,0.300699301,0.137862138,13.8887939453125
34.2,-16.87,0.525896415,0.189243029,0.207171315,0.048804781,19.342208862304688
29.483,-19.62,0.648809522,0.182539682,0.10813492,0.017857143,20.958410263061523
8.8,-22.12,0.669,0.091,0.216,0.018,26.643522262573242
0.067,-25.5,0.708,0.024,0.258,0.002,26.434656143188477
-11.15,-35.65,0.835,0.024,0.107,0.003,26.651241302490234
-27.6,-20.32,0.64,0.148,0.158,0.021,21.887815475463867
-33.05,-18.72,0.409,0.348,0.175,0.053,18.355745315551758
-31.37,-1.683,0.256,0.224,0.489,0.005,18.78386688232422
-29.53,2.183,0.346,0.221,0.382,0.022,18.99918556213379
-12.32,9.033,0.093,0.186,0.698,0.002,22.820104598999023
-10.07,11.45,0.553446554,0.068931069,0.321678322,0.015984016,24.41535186767578
2.267,5.733,0.196,0.1,0.69,0.008,27.33903694152832
-7.833,-1.517,0.654,0.068,0.261,0.009,24.29228973388672
61.933,-33.27,0.0,0.557442558,0.05994006,0.351648352,7.109236717224121
42.783,-54.33,0.012,0.626,0.249,0.101,13.602922439575195
66.6,1.117,0.0,0.786213787,0.020979021,0.192807193,7.429696559906006
76.817,-1.35,0.0,0.999001996,0.0,0.000998004,1.1602771282196045
68.033,-6.117,0.0,0.863,0.0,0.137,4.141035079956055
60.617,-15.18,0.008,0.388,0.198,0.39,9.8766508102417
49.45,-22.27,0.048,0.436,0.316,0.19,13.488088607788086
47.467,-19.98,0.066066066,0.414414414,0.242242242,0.274274274,14.368063926696777
44.533,-32.58,0.168,0.327,0.269,0.221,16.16505241394043
42.167,-42.1,0.156,0.348,0.256,0.235,17.576066970825195
-24.22,7.417,0.204,0.385,0.293,0.084,19.21885871887207
-19.7,8.883,0.19,0.314,0.257,0.22,19.507112503051758
44.017,-24.53,0.163,0.367,0.196,0.242,15.816649436950684
49.133,-25.5,0.042473027,0.4417827175,0.275862138,0.2248896105,13.380891799926758
52.667,-15.17,0.023,0.468,0.223,0.268,12.564836502075195
55.4,-18.73,0.009009009,0.496496496,0.178178178,0.3003003,11.532914161682129
57.0,-21.32,0.006,0.428,0.244,0.297,10.701440811157227
61.183,-23.02,0.0,0.435,0.27,0.28,9.12877082824707
68.3833,-5.45,0.0,0.838,0.013,0.149,4.54536771774292
18.433,-21.08,0.378680203,0.250761422,0.305583757,0.06497462,23.06423568725586
21.233,-21.32,0.329,0.314,0.267,0.063,22.4529972076416
24.117,-19.1,0.411,0.238,0.285,0.066,21.922454833984375
25.717,-20.88,0.562313061,0.185443669,0.190428714,0.01994018,21.95743751525879
25.717,-19.52,0.49455984,0.207715133,0.18991098,0.079129575,21.86686897277832
25.567,-16.83,0.374007936,0.248015873,0.202380952,0.143849206,20.7332763671875
25.917,-19.05,0.523,0.201,0.211,0.041,21.86686897277832
26.917,-19.13,0.54945055,0.178821179,0.178821179,0.065934066,21.652408599853516
30.447,-11.69,0.173652695,0.166666667,0.172654691,0.487025948,19.398818969726562
22.697,-25.33,0.393606394,0.18981019,0.391608392,0.024975025,23.084068298339844
-20.9798,8.1,0.234825873,0.20597015,0.36517413,0.194029851,19.429691314697266
-12.2018,11.833,0.380239522,0.161676647,0.369261477,0.088822355,23.329713821411133
32.127,-24.725,0.495019921,0.120517928,0.279880477,0.104581673,20.792625427246094
31.305,-25.39,0.588116817,0.073514601,0.249748237,0.088620342,21.147605895996094
35.788,-17.595,0.291126621,0.209371884,0.270189432,0.225324028,19.078577041625977
31.093,-21.17,0.589589589,0.093093093,0.205205205,0.096096096,20.679338455200195
40.883,-13.133,0.119047618,0.362103174,0.326388888,0.19047619,16.690532684326172
31.833,-74.35,0.483383686,0.197381672,0.250755287,0.068479355,24.407072067260742
45.367,-5.3333,0.301492537,0.489552238,0.08358209,0.125373134,14.765756607055664
27.563,-27.652,0.596596596,0.11011011,0.23023023,0.063063063,22.33745765686035
28.772,-26.457,0.595,0.111,0.231,0.059,21.968759536743164
28.408,-25.812,0.672,0.065,0.205,0.054,21.849422454833984
37.347,-11.86,0.236180904,0.236180905,0.39798995,0.128643216,17.814178466796875
55.55,-12.45,0.021341462,0.542682927,0.201219512,0.234756097,11.641982078552246
49.15,-17.77,0.023880598,0.519402985,0.170149254,0.286567165,13.567891120910645
21.145,-18.573,0.053,0.223,0.51,0.184,21.269062042236328
19.037,-19.93,0.113772456,0.26746507,0.49001996,0.123752495,22.406661987304688
52.431,-16.671,0.025025025,0.476476476,0.299299299,0.191191191,12.61339282989502
71.135,-5.9878,0.0,0.969030969,0.0,0.030969031,1.80648934841156
70.956,-5.5472,0.0,0.978,0.0,0.021,2.692417860031128
76.438,8.9932,0.0,0.94005994,0.0,0.05994006,2.7243034839630127
72.352,-7.807,0.0,0.983050847,0.000997009,0.014955135,1.1364723443984985
68.732,0.1667,0.0,0.627627627,0.012012012,0.359359359,6.375973224639893
52.55,-20.335,0.017804155,0.495548961,0.21958457,0.255192878,12.391670227050781
60.35,-22.04,0.006833713,0.437357631,0.218678816,0.337129841,9.63477897644043
58.46,-25.58,0.002604167,0.338541668,0.161458333,0.497395834,9.811653137207031
16.45,-20.117,0.288461539,0.233974358,0.317307692,0.16025641,23.732065200805664
55.483,-14.683,0.002994012,0.538922156,0.227544911,0.230538923,11.593143463134766
62.17,-2.48,0.003174603,0.720634921,0.098412698,0.177777777,8.59433364868164
79.985,-0.8683,0.0,0.983,0.0,0.016,-0.5293297171592712
79.985,2.815,0.0,0.877,0.0,0.123,-0.0073649086989462376
44.77,-4.2198,0.107407408,0.633333333,0.162962963,0.096296297,15.084577560424805
59.862,-39.663,0.0,0.895,0.006,0.099,5.450026035308838
51.883,-39.783,0.004237288,0.186440678,0.114406779,0.694915254,10.381121635437012
52.567,-21.93,0.005291006,0.460317462,0.275132275,0.25925926,12.29810619354248
13.25,-40.667,0.786720322,0.070422535,0.139839034,0.003018109,26.02829933166504
23.367,-43.65,0.80558325,0.021934198,0.108673978,0.060817547,24.917577743530273
18.433,-21.083,0.374497992,0.259036144,0.302208836,0.064257028,23.06423568725586
-21.887,7.1018,0.173,0.289,0.382,0.156,19.516067504882812
-21.72,5.4298,0.248502994,0.234530939,0.38722555,0.128742515,19.857084274291992
-3.48,-7.592,0.640718563,0.040918164,0.29740519,0.020958084,25.11524200439453
-30.433,13.55,0.161862529,0.363636365,0.401330376,0.066518847,17.970983505249023
8.4667,-30.133,0.195171025,0.382293762,0.414486922,0.00804829,26.672895431518555
-30.45,-11.683,0.173306773,0.166334663,0.172310757,0.486055777,20.001924514770508
-30.355,-15.8,0.486,0.207,0.27,0.022,20.154577255249023
-15.15,-176.49,0.712273642,0.005030181,0.19416499,0.088531187,27.892541885375977
-20.24,-176.46,0.734010152,0.01319797,0.185786803,0.067005076,25.787094116210938
18.93333333,61.38333333,0.182741117,0.040609137,0.573604062,0.203045685,26.346542358398438
-5.623,-87.355,0.072765072,0.008316008,0.692307692,0.226611227,23.575838088989258
-6.262,-96.33,0.033860045,0.036117381,0.909706546,0.020316027,24.012306213378906
-2.392,-90.52,0.038216559,0.015923566,0.863057325,0.082802548,23.361221313476562
-7.6,-110.97,0.357142858,0.102040817,0.540816327,0.0,25.064472198486328
-7.53,-110.12,0.36,0.05,0.59,0.0,25.064472198486328
-7.85,-108.92,0.319587629,0.123711339,0.556701031,0.0,24.89860725402832
